Weight class,Method,time
"['Featherweight', 'Heavyweight', 'Welterweight', 'Light Heavyweight', 'Welterweight', 'Light Heavyweight', 'Light Heavyweight', 'Welterweight', 'Middleweight', 'Welterweight', 'Lightweight', ""Women's Bantamweight"", 'Bantamweight']","['U-DEC', 'U-DEC', 'KO/TKO', 'U-DEC', 'U-DEC', 'S-DEC', 'KO/TKO', 'U-DEC', 'SUB', 'SUB', 'U-DEC', 'U-DEC', 'S-DEC']","[('3', '5:00'), ('3', '5:00'), ('2', '4:54'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '0:29'), ('3', '5:00'), ('3', '4:01'), ('1', '2:50'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00')]"
"['Light Heavyweight', 'Light Heavyweight', 'Lightweight', 'Middleweight', 'Middleweight', 'Welterweight', 'Featherweight', 'Lightweight', 'Welterweight', 'Featherweight', ""Women's Flyweight"", ""Women's Bantamweight""]","['S-DEC', 'S-DEC', 'KO/TKO', 'U-DEC', 'U-DEC', 'KO/TKO', 'SUB', 'U-DEC', 'SUB', 'U-DEC', 'U-DEC', 'U-DEC']","[('5', '5:00'), ('3', '5:00'), ('1', '1:26'), ('3', '5:00'), ('3', '5:00'), ('3', '4:19'), ('1', '3:57'), ('3', '5:00'), ('2', '1:22'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00')]"
"['Heavyweight', ""Women's Strawweight"", 'Heavyweight', ""Women's Bantamweight"", 'Bantamweight', 'Bantamweight', 'Welterweight', 'Featherweight', 'Featherweight', 'Lightweight', ""Women's Strawweight"", 'Middleweight']","['KO/TKO', 'M-DEC', 'KO/TKO', 'KO/TKO', 'M-DEC', 'U-DEC', 'SUB', 'SUB', 'SUB', 'U-DEC', 'SUB', 'KO/TKO']","[('5', '4:56'), ('3', '5:00'), ('2', '4:57'), ('3', '0:33'), ('3', '5:00'), ('3', '5:00'), ('1', '2:38'), ('2', '3:18'), ('1', '4:20'), ('3', '5:00'), ('2', '1:16'), ('3', '4:09')]"
"['Welterweight', 'Featherweight', ""Women's Bantamweight"", 'Bantamweight', 'Bantamweight', 'Welterweight', ""Women's Bantamweight"", 'Middleweight', 'Welterweight', 'Featherweight', 'Flyweight', ""Women's Flyweight"", 'Middleweight']","['KO/TKO', 'U-DEC', 'U-DEC', 'S-DEC', 'KO/TKO', 'KO/TKO', 'KO/TKO', 'U-DEC', 'KO/TKO', 'KO/TKO', 'U-DEC', 'U-DEC', 'KO/TKO']","[('5', '4:10'), ('5', '5:00'), ('5', '5:00'), ('3', '5:00'), ('3', '0:43'), ('1', '1:30'), ('1', '4:51'), ('3', '5:00'), ('2', '4:55'), ('1', '4:34'), ('3', '5:00'), ('3', '5:00'), ('1', '3:17')]"
"['Featherweight', 'Light Heavyweight', 'Featherweight', 'Light Heavyweight', 'Middleweight', 'Bantamweight', 'Heavyweight', 'Featherweight', 'Lightweight', 'Flyweight', 'Bantamweight', ""Women's Strawweight"", 'Bantamweight']","['KO/TKO', 'S-DEC', 'KO/TKO', 'KO/TKO', 'U-DEC', 'S-DEC', 'U-DEC', 'U-DEC', 'U-DEC', 'KO/TKO', 'U-DEC', 'SUB', 'S-DEC']","[('1', '3:18'), ('3', '5:00'), ('2', '4:32'), ('1', '1:04'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('1', '4:17'), ('3', '5:00'), ('1', '3:43'), ('3', '5:00')]"
"['Welterweight', ""Women's Bantamweight"", 'Heavyweight', 'Bantamweight', 'Lightweight', ""Women's Flyweight"", 'Featherweight', 'Flyweight', 'Lightweight', 'Light Heavyweight', ""Women's Flyweight""]","['KO/TKO', 'U-DEC', 'SUB', 'SUB', 'SUB', 'U-DEC', 'U-DEC', 'U-DEC', 'KO/TKO', 'U-DEC', 'S-DEC']","[('1', '0:40'), ('3', '5:00'), ('2', '4:38'), ('1', '2:49'), ('2', '1:46'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('1', '1:10'), ('3', '5:00'), ('3', '5:00')]"
"['Heavyweight', 'Welterweight', 'Flyweight', ""Women's Strawweight"", 'Light Heavyweight', 'Middleweight', 'Featherweight', ""Women's Flyweight"", 'Bantamweight', ""Women's Bantamweight"", 'Bantamweight', 'Featherweight']","['KO/TKO', 'U-DEC', 'SUB', 'KO/TKO', 'U-DEC', 'U-DEC', 'U-DEC', 'U-DEC', 'U-DEC', 'U-DEC', 'SUB', 'KO/TKO']","[('2', '1:06'), ('3', '5:00'), ('1', '2:33'), ('2', '4:26'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '2:53'), ('1', '2:43')]"
"['Light Heavyweight', ""Women's Flyweight"", 'Heavyweight', 'Featherweight', 'Heavyweight', 'Middleweight', ""Women's Flyweight"", 'Welterweight', 'Bantamweight', 'Bantamweight', 'Bantamweight', 'Featherweight']","['U-DEC', 'KO/TKO', 'KO/TKO', 'S-DEC', 'U-DEC', 'S-DEC', 'S-DEC', 'KO/TKO', 'KO/TKO', 'Overturned', 'S-DEC', 'U-DEC']","[('5', '5:00'), ('3', '1:03'), ('1', '1:59'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('1', '0:27'), ('2', '1:41'), ('1', '0:38'), ('3', '5:00'), ('3', '5:00')]"
"['Light Heavyweight', 'Welterweight', ""Women's Flyweight"", 'Lightweight', 'Flyweight', 'Lightweight', 'Welterweight', 'Bantamweight', 'Lightweight', 'Light Heavyweight', 'Bantamweight', ""Women's Bantamweight"", 'Flyweight']","['KO/TKO', 'DQ', 'U-DEC', 'DQ', 'U-DEC', 'U-DEC', 'SUB', 'KO/TKO', 'U-DEC', 'U-DEC', 'U-DEC', 'U-DEC', 'KO/TKO']","[('1', '3:08'), ('3', '3:09'), ('3', '5:00'), ('1', '4:02'), ('3', '5:00'), ('3', '5:00'), ('2', '3:37'), ('3', '0:16'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('2', '4:42')]"
"['Lightweight', 'Light Heavyweight', ""Women's Strawweight"", 'Heavyweight', 'Lightweight', 'Featherweight', 'Lightweight', 'Welterweight', 'Welterweight', 'Flyweight', ""Women's Strawweight"", ""Women's Flyweight""]","['S-DEC', 'SUB', 'U-DEC', 'KO/TKO', 'S-DEC', 'KO/TKO', 'KO/TKO', 'U-DEC', 'KO/TKO', 'U-DEC', 'U-DEC', 'KO/TKO']","[('5', '5:00'), ('1', '3:29'), ('3', '5:00'), ('1', '1:28'), ('3', '5:00'), ('1', '3:21'), ('2', '3:01'), ('3', '5:00'), ('1', '2:20'), ('3', '5:00'), ('3', '5:00'), ('1', '0:40')]"
"['Flyweight', ""Women's Featherweight"", 'Light Heavyweight', ""Women's Featherweight"", 'Featherweight', 'Bantamweight', 'Middleweight', 'Heavyweight', 'Lightweight', 'Featherweight', 'Featherweight', 'Welterweight']","['KO/TKO', 'KO/TKO', 'KO/TKO', 'KO/TKO', 'SUB', 'U-DEC', 'KO/TKO', 'U-DEC', 'U-DEC', 'SUB', 'KO/TKO', 'U-DEC']","[('2', '1:54'), ('1', '3:37'), ('1', '0:38'), ('1', '3:31'), ('2', '1:38'), ('3', '5:00'), ('1', '4:47'), ('3', '5:00'), ('3', '5:00'), ('2', '3:38'), ('1', '1:25'), ('3', '5:00')]"
"['Middleweight', ""Women's Strawweight"", 'Lightweight', 'Welterweight', 'Welterweight', 'Bantamweight', 'Lightweight', 'Middleweight', 'Middleweight', 'Featherweight', 'Bantamweight']","['U-DEC', 'S-DEC', 'KO/TKO', 'U-DEC', 'S-DEC', 'KO/TKO', 'U-DEC', 'SUB', 'SUB', 'S-DEC', 'KO/TKO']","[('5', '5:00'), ('5', '5:00'), ('2', '1:00'), ('3', '5:00'), ('3', '5:00'), ('1', '2:02'), ('3', '5:00'), ('1', '2:58'), ('3', '2:13'), ('3', '5:00'), ('1', '3:01')]"
"['Lightweight', 'Welterweight', 'Lightweight', 'Light Heavyweight', 'Lightweight', 'Flyweight', ""Women's Strawweight"", 'Welterweight', 'Bantamweight', ""Women's Flyweight"", 'Flyweight', ""Women's Bantamweight""]","['SUB', 'KO/TKO', 'SUB', 'U-DEC', 'U-DEC', 'U-DEC', 'U-DEC', 'U-DEC', 'M-DEC', 'U-DEC', 'U-DEC', 'U-DEC']","[('3', '0:28'), ('1', '2:34'), ('1', '0:44'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00')]"
"['Lightweight', 'Bantamweight', 'Heavyweight', 'Featherweight', 'Heavyweight', 'Welterweight', 'Heavyweight', ""Women's Strawweight"", 'Welterweight', 'Featherweight', 'Light Heavyweight']","['KO/TKO', 'KO/TKO', 'KO/TKO', 'KO/TKO', 'U-DEC', 'U-DEC', 'S-DEC', 'S-DEC', 'KO/TKO', 'U-DEC', 'S-DEC']","[('5', '3:39'), ('2', '4:58'), ('1', '0:20'), ('2', '2:49'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '3:37'), ('3', '5:00'), ('3', '5:00')]"
"['Light Heavyweight', 'Heavyweight', 'Lightweight', 'Bantamweight', 'Heavyweight', 'Lightweight', ""Women's Bantamweight"", 'Lightweight', 'Featherweight', 'Heavyweight']","['KO/TKO', 'S-DEC', 'KO/TKO', 'S-DEC', 'U-DEC', 'SUB', 'U-DEC', 'U-DEC', 'KO/TKO', 'KO/TKO']","[('5', '1:04'), ('3', '5:00'), ('2', '4:25'), ('3', '5:00'), ('3', '5:00'), ('2', '0:25'), ('3', '5:00'), ('3', '5:00'), ('2', '3:40'), ('2', '0:49')]"
"['Heavyweight', ""Women's Strawweight"", 'Featherweight', 'Middleweight', 'Featherweight', 'Welterweight', 'Middleweight', 'Featherweight', 'Featherweight', ""Women's Flyweight"", 'Heavyweight']","['KO/TKO', 'S-DEC', 'S-DEC', 'U-DEC', 'U-DEC', 'KO/TKO', 'KO/TKO', 'U-DEC', 'U-DEC', 'SUB', 'SUB']","[('2', '3:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('2', '0:18'), ('1', '0:39'), ('3', '5:00'), ('3', '5:00'), ('1', '3:36'), ('2', '2:05')]"
"['Welterweight', 'Heavyweight', 'Catch Weight', 'Lightweight', ""Women's Strawweight"", ""Women's Flyweight"", 'Welterweight', 'Light Heavyweight', 'Flyweight', 'Bantamweight', 'Featherweight']","['U-DEC', 'S-DEC', 'U-DEC', 'SUB', 'SUB', 'U-DEC', 'U-DEC', 'Overturned', 'SUB', 'SUB', 'KO/TKO']","[('5', '5:00'), ('3', '5:00'), ('3', '5:00'), ('2', '3:26'), ('1', '2:36'), ('3', '5:00'), ('3', '5:00'), ('1', '1:51'), ('2', '3:18'), ('1', '3:03'), ('2', '4:27')]"
"[""Women's Featherweight"", 'Bantamweight', 'Bantamweight', 'Welterweight', 'Bantamweight', 'Featherweight', 'Middleweight', 'Featherweight', 'Middleweight', 'Flyweight', 'Light Heavyweight', 'Catch Weight']","['U-DEC', 'KO/TKO', 'SUB', 'U-DEC', 'KO/TKO', 'U-DEC', 'KO/TKO', 'U-DEC', 'KO/TKO', 'KO/TKO', 'U-DEC', 'SUB']","[('5', '5:00'), ('2', '4:59'), ('1', '1:28'), ('3', '5:00'), ('1', '1:54'), ('3', '5:00'), ('1', '1:14'), ('3', '5:00'), ('2', '1:10'), ('1', '4:06'), ('3', '5:00'), ('1', '1:20')]"
"[""Women's Flyweight"", 'Middleweight', 'Lightweight', 'Featherweight', 'Bantamweight', ""Women's Flyweight"", 'Catch Weight', ""Women's Bantamweight"", 'Bantamweight', 'Welterweight']","['U-DEC', 'SUB', 'S-DEC', 'S-DEC', 'U-DEC', 'SUB', 'U-DEC', 'KO/TKO', 'KO/TKO', 'KO/TKO']","[('5', '5:00'), ('1', '4:17'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('1', '2:42'), ('3', '5:00'), ('1', '0:22'), ('1', '0:32'), ('1', '0:59')]"
"['Heavyweight', 'Featherweight', ""Women's Bantamweight"", 'Welterweight', 'Catch Weight', 'Lightweight', ""Women's Strawweight"", 'Middleweight', ""Women's Flyweight"", 'Lightweight', ""Women's Flyweight"", 'Lightweight']","['U-DEC', 'U-DEC', 'U-DEC', 'U-DEC', 'SUB', 'U-DEC', 'U-DEC', 'Overturned', 'SUB', 'KO/TKO', 'U-DEC', 'KO/TKO']","[('5', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('1', '2:25'), ('3', '5:00'), ('3', '5:00'), ('2', '4:50'), ('3', '4:36'), ('1', '0:41'), ('3', '5:00'), ('2', '5:00')]"
"['Lightweight', 'Welterweight', 'Heavyweight', 'Middleweight', 'Welterweight', 'Catch Weight', 'Lightweight', 'Heavyweight', ""Women's Strawweight"", 'Featherweight']","['U-DEC', 'U-DEC', 'SUB', 'U-DEC', 'KO/TKO', 'SUB', 'SUB', 'KO/TKO', 'SUB', 'U-DEC']","[('5', '5:00'), ('3', '5:00'), ('3', '3:44'), ('3', '5:00'), ('1', '0:48'), ('3', '2:44'), ('3', '2:53'), ('1', '2:41'), ('3', '2:26'), ('3', '5:00')]"
"['Welterweight', 'Featherweight', 'Bantamweight', ""Women's Strawweight"", ""Women's Flyweight"", 'Light Heavyweight', 'Welterweight', 'Featherweight', 'Lightweight', 'Heavyweight', 'Flyweight', ""Women's Bantamweight"", 'Bantamweight']","['U-DEC', 'S-DEC', 'KO/TKO', 'S-DEC', 'SUB', 'KO/TKO', 'S-DEC', 'SUB', 'U-DEC', 'U-DEC', 'U-DEC', 'U-DEC', 'KO/TKO']","[('5', '5:00'), ('5', '5:00'), ('5', '3:24'), ('3', '5:00'), ('1', '2:21'), ('2', '0:49'), ('3', '5:00'), ('1', '3:15'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '2:38')]"
"['Featherweight', 'Flyweight', 'Featherweight', ""Women's Flyweight"", 'Welterweight', 'Middleweight', 'Featherweight', 'Light Heavyweight', 'Featherweight', ""Women's Flyweight"", 'Bantamweight']","['U-DEC', 'U-DEC', 'U-DEC', 'U-DEC', 'U-DEC', 'SUB', 'KO/TKO', 'KO/TKO', 'U-DEC', 'SUB', 'SUB']","[('5', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('2', '1:12'), ('1', '4:18'), ('1', '5:00'), ('3', '5:00'), ('1', '2:43'), ('2', '2:29')]"
"['Flyweight', 'Middleweight', 'Lightweight', ""Women's Flyweight"", 'Flyweight', 'Light Heavyweight', 'Catch Weight', 'Lightweight', 'Bantamweight', 'Bantamweight', 'Lightweight', 'Heavyweight']","['SUB', 'SUB', 'U-DEC', 'SUB', 'U-DEC', 'KO/TKO', 'U-DEC', 'SUB', 'U-DEC', 'SUB', 'U-DEC', 'M-DEC']","[('1', '4:48'), ('1', '1:18'), ('3', '5:00'), ('1', '1:28'), ('3', '5:00'), ('1', '4:15'), ('3', '5:00'), ('1', '2:25'), ('3', '5:00'), ('1', '4:42'), ('3', '5:00'), ('3', '5:00')]"
"['Middleweight', 'Light Heavyweight', 'Heavyweight', ""Women's Strawweight"", 'Light Heavyweight', 'Welterweight', 'Welterweight', 'Lightweight', 'Welterweight', 'Heavyweight', 'Featherweight', 'Heavyweight', ""Women's Bantamweight"", 'Welterweight', 'Bantamweight']","['U-DEC', 'S-DEC', 'SUB', 'S-DEC', 'SUB', 'U-DEC', 'KO/TKO', 'KO/TKO', 'Overturned', 'KO/TKO', 'U-DEC', 'KO/TKO', 'U-DEC', 'U-DEC', 'U-DEC']","[('5', '5:00'), ('3', '5:00'), ('1', '2:30'), ('3', '5:00'), ('1', '2:06'), ('3', '5:00'), ('1', '3:09'), ('3', '1:30'), ('1', '2:48'), ('1', '0:45'), ('3', '5:00'), ('2', '2:36'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00')]"
"['Middleweight', ""Women's Flyweight"", 'Welterweight', 'Lightweight', 'Bantamweight', 'Featherweight', 'Featherweight', 'Bantamweight']","['KO/TKO', 'SUB', 'KO/TKO', 'U-DEC', 'KO/TKO', 'U-DEC', 'U-DEC', 'U-DEC']","[('3', '0:26'), ('1', '4:29'), ('2', '4:56'), ('3', '5:00'), ('3', '0:57'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00')]"
"['Heavyweight', 'Middleweight', 'Middleweight', ""Women's Bantamweight"", 'Lightweight', 'Welterweight', 'Middleweight', 'Lightweight', 'Middleweight', 'Featherweight', 'Featherweight', 'Bantamweight']","['KO/TKO', 'U-DEC', 'SUB', 'U-DEC', 'KO/TKO', 'U-DEC', 'KO/TKO', 'U-DEC', 'KO/TKO', 'SUB', 'U-DEC', 'S-DEC']","[('2', '0:21'), ('3', '5:00'), ('1', '3:41'), ('3', '5:00'), ('1', '4:38'), ('3', '5:00'), ('3', '0:32'), ('3', '5:00'), ('1', '4:14'), ('3', '1:43'), ('3', '5:00'), ('3', '5:00')]"
"['Heavyweight', 'Bantamweight', 'Heavyweight', 'Featherweight', 'Bantamweight', 'Lightweight', ""Women's Strawweight"", 'Featherweight', ""Women's Strawweight"", 'Heavyweight', 'Featherweight']","['U-DEC', 'KO/TKO', 'KO/TKO', 'KO/TKO', 'U-DEC', 'U-DEC', 'SUB', 'U-DEC', 'U-DEC', 'KO/TKO', 'U-DEC']","[('5', '5:00'), ('1', '4:40'), ('2', '3:47'), ('2', '4:37'), ('3', '5:00'), ('3', '5:00'), ('1', '1:44'), ('3', '5:00'), ('3', '5:00'), ('1', '4:28'), ('3', '5:00')]"
"['Bantamweight', 'Light Heavyweight', 'Lightweight', ""Women's Flyweight"", 'Welterweight', ""Women's Strawweight"", 'Light Heavyweight', 'Welterweight', 'Catch Weight']","['S-DEC', 'KO/TKO', 'SUB', 'KO/TKO', 'KO/TKO', 'U-DEC', 'KO/TKO', 'U-DEC', 'Overturned']","[('5', '5:00'), ('1', '2:17'), ('1', '3:51'), ('2', '1:38'), ('1', '2:24'), ('3', '5:00'), ('1', '1:31'), ('3', '5:00'), ('2', '1:59')]"
"['Light Heavyweight', 'Welterweight', ""Women's Flyweight"", 'Featherweight', 'Middleweight', 'Middleweight', 'Featherweight', 'Welterweight', ""Women's Strawweight"", ""Women's Strawweight""]","['U-DEC', 'U-DEC', 'U-DEC', 'U-DEC', 'U-DEC', 'U-DEC', 'SUB', 'SUB', 'SUB', 'SUB']","[('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('1', '3:38'), ('2', '1:47'), ('1', '1:53'), ('2', '1:33')]"
"['Heavyweight', 'Light Heavyweight', 'Welterweight', 'Middleweight', 'Featherweight', ""Women's Flyweight"", 'Bantamweight']","['KO/TKO', 'KO/TKO', 'SUB', 'SUB', 'SUB', 'U-DEC', 'U-DEC']","[('5', '0:26'), ('2', '4:07'), ('3', '4:39'), ('1', '2:42'), ('1', '0:39'), ('3', '5:00'), ('3', '5:00')]"
"[""Women's Strawweight"", 'Lightweight', ""Women's Flyweight"", 'Light Heavyweight', 'Lightweight', 'Featherweight', ""Women's Bantamweight"", 'Lightweight', 'Heavyweight', 'Catch Weight', 'Welterweight', ""Women's Flyweight""]","['S-DEC', 'KO/TKO', 'U-DEC', 'SUB', 'U-DEC', 'KO/TKO', 'U-DEC', 'Overturned', 'SUB', 'SUB', 'U-DEC', 'SUB']","[('5', '5:00'), ('1', '1:33'), ('3', '5:00'), ('3', '2:41'), ('3', '5:00'), ('3', '0:07'), ('3', '5:00'), ('1', '0:31'), ('2', '4:22'), ('2', '4:20'), ('3', '5:00'), ('3', '3:57')]"
"['Welterweight', 'Welterweight', 'Middleweight', 'Light Heavyweight', ""Women's Strawweight"", 'Middleweight', 'Flyweight', 'Featherweight', ""Women's Flyweight"", ""Women's Bantamweight"", 'Featherweight', 'Bantamweight', 'Bantamweight', 'Bantamweight']","['KO/TKO', 'Overturned', 'KO/TKO', 'KO/TKO', 'SUB', 'S-DEC', 'U-DEC', 'SUB', 'SUB', 'KO/TKO', 'SUB', 'KO/TKO', 'S-DEC', 'KO/TKO']","[('5', '1:19'), ('3', '5:00'), ('1', '0:17'), ('1', '2:43'), ('1', '3:44'), ('3', '5:00'), ('3', '5:00'), ('3', '1:21'), ('1', '2:29'), ('3', '4:21'), ('1', '0:52'), ('1', '0:41'), ('3', '5:00'), ('2', '0:34')]"
"['Middleweight', 'Light Heavyweight', 'Flyweight', ""Women's Bantamweight"", 'Featherweight', 'Lightweight', 'Welterweight', 'Featherweight', 'Light Heavyweight', 'Heavyweight', 'Light Heavyweight']","['KO/TKO', 'KO/TKO', 'SUB', 'U-DEC', 'S-DEC', 'U-DEC', 'U-DEC', 'KO/TKO', 'U-DEC', 'SUB', 'U-DEC']","[('2', '3:59'), ('2', '4:36'), ('2', '0:48'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('1', '1:16'), ('3', '5:00'), ('1', '3:48'), ('3', '5:00')]"
"[""Women's Bantamweight"", 'Heavyweight', ""Women's Bantamweight"", 'Bantamweight', 'Middleweight', 'Welterweight', 'Featherweight', 'Middleweight', ""Women's Strawweight"", 'Bantamweight', 'Lightweight']","['U-DEC', 'U-DEC', 'SUB', 'KO/TKO', 'KO/TKO', 'U-DEC', 'S-DEC', 'U-DEC', 'U-DEC', 'U-DEC', 'KO/TKO']","[('5', '5:00'), ('3', '5:00'), ('3', '3:25'), ('2', '0:44'), ('2', '3:15'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('1', '1:12')]"
"['Bantamweight', 'Featherweight', 'Heavyweight', 'Middleweight', 'Heavyweight', 'Featherweight', 'Middleweight', 'Heavyweight', 'Middleweight', 'Bantamweight', 'Featherweight', ""Women's Bantamweight"", 'Flyweight']","['KO/TKO', 'U-DEC', 'U-DEC', 'KO/TKO', 'KO/TKO', 'U-DEC', 'KO/TKO', 'KO/TKO', 'KO/TKO', 'U-DEC', 'U-DEC', 'U-DEC', 'U-DEC']","[('2', '1:03'), ('3', '5:00'), ('3', '5:00'), ('1', '3:22'), ('1', '1:35'), ('3', '5:00'), ('1', '1:42'), ('1', '0:45'), ('2', '2:03'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00')]"
"['Featherweight', ""Women's Flyweight"", 'Light Heavyweight', 'Welterweight', 'Featherweight', 'Lightweight', ""Women's Flyweight"", 'Middleweight', 'Lightweight', 'Light Heavyweight', 'Bantamweight']","['U-DEC', 'KO/TKO', 'KO/TKO', 'U-DEC', 'U-DEC', 'S-DEC', 'U-DEC', 'U-DEC', 'U-DEC', 'KO/TKO', 'KO/TKO']","[('5', '5:00'), ('1', '4:55'), ('1', '2:01'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('2', '4:58'), ('1', '0:51')]"
"['Lightweight', 'Middleweight', 'Heavyweight', 'Middleweight', ""Women's Flyweight"", 'Light Heavyweight', 'Heavyweight', 'Catch Weight', 'Welterweight', 'Light Heavyweight', ""Women's Flyweight"", 'Lightweight']","['SUB', 'U-DEC', 'KO/TKO', 'KO/TKO', 'SUB', 'KO/TKO', 'KO/TKO', 'U-DEC', 'SUB', 'S-DEC', 'KO/TKO', 'SUB']","[('2', '1:34'), ('3', '5:00'), ('2', '1:15'), ('1', '0:18'), ('2', '3:31'), ('1', '4:19'), ('1', '4:59'), ('3', '5:00'), ('1', '4:40'), ('3', '5:00'), ('1', '5:00'), ('1', '3:00')]"
"['Middleweight', 'Featherweight', 'Heavyweight', 'Middleweight', 'Lightweight', 'Lightweight', 'Bantamweight', 'Middleweight', 'Welterweight', 'Light Heavyweight', 'Bantamweight']","['KO/TKO', 'U-DEC', 'KO/TKO', 'SUB', 'U-DEC', 'KO/TKO', 'KO/TKO', 'U-DEC', 'SUB', 'KO/TKO', 'KO/TKO']","[('4', '1:24'), ('3', '5:00'), ('2', '1:12'), ('1', '2:39'), ('3', '5:00'), ('1', '1:46'), ('1', '2:46'), ('3', '5:00'), ('2', '2:09'), ('1', '2:38'), ('3', '2:51')]"
"['Light Heavyweight', 'Heavyweight', 'Bantamweight', 'Featherweight', ""Women's Strawweight"", 'Middleweight', 'Heavyweight', 'Featherweight', 'Welterweight', 'Bantamweight']","['SUB', 'U-DEC', 'U-DEC', 'KO/TKO', 'U-DEC', 'KO/TKO', 'SUB', 'SUB', 'KO/TKO', 'SUB']","[('3', '1:49'), ('3', '5:00'), ('3', '5:00'), ('1', '3:51'), ('3', '5:00'), ('3', '1:26'), ('1', '4:48'), ('3', '2:22'), ('3', '2:03'), ('1', '2:43')]"
"['Lightweight', 'Welterweight', ""Women's Strawweight"", 'Catch Weight', ""Women's Strawweight"", ""Women's Strawweight"", 'Bantamweight', 'Welterweight', 'Heavyweight']","['S-DEC', 'KO/TKO', 'U-DEC', 'KO/TKO', 'U-DEC', 'U-DEC', 'S-DEC', 'U-DEC', 'U-DEC']","[('5', '5:00'), ('1', '0:30'), ('3', '5:00'), ('2', '1:32'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00')]"
"['Flyweight', ""Women's Flyweight"", 'Welterweight', ""Women's Flyweight"", 'Light Heavyweight', 'Flyweight', 'Middleweight', ""Women's Flyweight"", 'Welterweight', 'Welterweight', 'Middleweight', 'Welterweight']","['SUB', 'U-DEC', 'U-DEC', 'U-DEC', 'KO/TKO', 'KO/TKO', 'KO/TKO', 'KO/TKO', 'U-DEC', 'U-DEC', 'U-DEC', 'KO/TKO']","[('1', '1:57'), ('5', '5:00'), ('3', '5:00'), ('3', '5:00'), ('2', '3:36'), ('1', '4:59'), ('2', '0:18'), ('2', '4:33'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '2:47')]"
"['Light Heavyweight', 'Welterweight', 'Heavyweight', 'Featherweight', ""Women's Bantamweight"", 'Featherweight', 'Bantamweight', ""Women's Flyweight"", 'Flyweight', 'Catch Weight']","['SUB', 'SUB', 'U-DEC', 'U-DEC', 'U-DEC', 'KO/TKO', 'SUB', 'KO/TKO', 'KO/TKO', 'SUB']","[('1', '2:34'), ('2', '4:28'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('2', '4:28'), ('1', '4:35'), ('3', '4:10'), ('1', '0:44'), ('2', '2:29')]"
"['Middleweight', 'Light Heavyweight', 'Lightweight', 'Light Heavyweight', 'Lightweight', 'Bantamweight', 'Featherweight', 'Heavyweight']","['U-DEC', 'KO/TKO', 'KO/TKO', 'S-DEC', 'KO/TKO', 'KO/TKO', 'KO/TKO', 'U-DEC']","[('5', '5:00'), ('2', '3:37'), ('1', '4:06'), ('3', '5:00'), ('1', '0:22'), ('2', '2:15'), ('1', '2:38'), ('3', '5:00')]"
"['Flyweight', 'Lightweight', ""Women's Strawweight"", 'Middleweight', 'Heavyweight', 'Featherweight', 'Lightweight', 'Featherweight', ""Women's Strawweight"", 'Featherweight']","['M-DEC', 'U-DEC', 'U-DEC', 'KO/TKO', 'KO/TKO', 'KO/TKO', 'KO/TKO', 'U-DEC', 'KO/TKO', 'SUB']","[('5', '5:00'), ('3', '5:00'), ('3', '5:00'), ('1', '1:45'), ('2', '2:34'), ('2', '1:52'), ('1', '4:05'), ('3', '5:00'), ('1', '5:00'), ('3', '3:02')]"
