Weight class,Method,time
"['Heavyweight', 'Light Heavyweight', 'Middleweight', 'Middleweight', 'Light Heavyweight', 'Middleweight', 'Heavyweight', 'Heavyweight', 'Heavyweight', 'Middleweight', 'Lightweight']","['U-DEC', 'KO/TKO', 'SUB', 'KO/TKO', 'U-DEC', 'KO/TKO', 'KO/TKO', 'U-DEC', 'KO/TKO', 'S-DEC', 'S-DEC']","[('3', '5:00'), ('1', '1:35'), ('3', '1:30'), ('1', '0:21'), ('3', '5:00'), ('2', '0:17'), ('1', '2:27'), ('3', '5:00'), ('1', '0:07'), ('3', '5:00'), ('3', '5:00')]"
"['Lightweight', 'Lightweight', 'Welterweight', 'Middleweight', 'Light Heavyweight', 'Welterweight', 'Middleweight', 'Lightweight', 'Welterweight', 'Middleweight']","['SUB', 'S-DEC', 'S-DEC', 'U-DEC', 'U-DEC', 'SUB', 'U-DEC', 'KO/TKO', 'U-DEC', 'SUB']","[('2', '2:13'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '2:15'), ('3', '5:00'), ('1', '3:23'), ('3', '5:00'), ('1', '3:56')]"
"['Catch Weight', 'Heavyweight', 'Welterweight', 'Welterweight', 'Lightweight', 'Lightweight', 'Middleweight', 'Lightweight', 'Lightweight', 'Welterweight', 'Light Heavyweight', 'Light Heavyweight', 'Lightweight']","['KO/TKO', 'KO/TKO', 'KO/TKO', 'KO/TKO', 'KO/TKO', 'KO/TKO', 'SUB', 'KO/TKO', 'U-DEC', 'SUB', 'S-DEC', 'U-DEC', 'U-DEC']","[('1', '3:02'), ('3', '2:00'), ('1', '2:31'), ('1', '1:25'), ('2', '3:26'), ('1', '3:36'), ('2', '1:03'), ('2', '0:48'), ('3', '5:00'), ('2', '1:09'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00')]"
"['Light Heavyweight', 'Heavyweight', 'Lightweight', 'Lightweight', 'Welterweight', 'Light Heavyweight', 'Heavyweight', 'Middleweight', 'Middleweight', 'Light Heavyweight', 'Heavyweight']","['U-DEC', 'KO/TKO', 'U-DEC', 'KO/TKO', 'KO/TKO', 'U-DEC', 'KO/TKO', 'U-DEC', 'KO/TKO', 'S-DEC', 'SUB']","[('5', '5:00'), ('2', '0:58'), ('3', '5:00'), ('2', '4:03'), ('1', '0:41'), ('3', '5:00'), ('2', '2:30'), ('3', '5:00'), ('3', '1:53'), ('3', '5:00'), ('1', '4:04')]"
"['Light Heavyweight', 'Welterweight', 'Middleweight', 'Welterweight', 'Lightweight', 'Welterweight', 'Lightweight', 'Welterweight', 'Lightweight', 'Light Heavyweight', 'Lightweight']","['U-DEC', 'U-DEC', 'KO/TKO', 'KO/TKO', 'KO/TKO', 'U-DEC', 'SUB', 'KO/TKO', 'KO/TKO', 'KO/TKO', 'KO/TKO']","[('3', '5:00'), ('3', '5:00'), ('2', '4:24'), ('3', '2:27'), ('2', '4:38'), ('3', '5:00'), ('2', '1:24'), ('3', '3:53'), ('2', '2:53'), ('1', '0:41'), ('1', '3:22')]"
"['Light Heavyweight', 'Welterweight', 'Welterweight', 'Light Heavyweight', 'Welterweight', 'Welterweight', 'Middleweight', 'Welterweight', 'Lightweight', 'Lightweight']","['S-DEC', 'SUB', 'U-DEC', 'KO/TKO', 'U-DEC', 'KO/TKO', 'SUB', 'KO/TKO', 'M-DEC', 'SUB']","[('3', '5:00'), ('2', '4:47'), ('3', '5:00'), ('1', '1:56'), ('3', '5:00'), ('1', '3:24'), ('1', '3:59'), ('2', '3:25'), ('3', '5:00'), ('2', '4:36')]"
"['Heavyweight', 'Light Heavyweight', 'Catch Weight', 'Lightweight', 'Heavyweight', 'Heavyweight', 'Heavyweight', 'Light Heavyweight', 'Welterweight', 'Lightweight']","['KO/TKO', 'DQ', 'U-DEC', 'SUB', 'KO/TKO', 'KO/TKO', 'S-DEC', 'U-DEC', 'KO/TKO', 'SUB']","[('1', '3:45'), ('1', '4:14'), ('3', '5:00'), ('2', '2:20'), ('2', '0:10'), ('3', '3:20'), ('3', '5:00'), ('3', '5:00'), ('3', '4:55'), ('1', '3:36')]"
"['Lightweight', 'Heavyweight', 'Welterweight', 'Lightweight', 'Heavyweight', 'Catch Weight', 'Lightweight', 'Welterweight', 'Middleweight', 'Welterweight', 'Welterweight']","['KO/TKO', 'SUB', 'U-DEC', 'SUB', 'M-DEC', 'KO/TKO', 'U-DEC', 'U-DEC', 'SUB', 'SUB', 'KO/TKO']","[('5', '2:37'), ('1', '1:12'), ('3', '5:00'), ('2', '2:19'), ('3', '5:00'), ('1', '3:03'), ('3', '5:00'), ('3', '5:00'), ('2', '3:21'), ('1', '4:03'), ('1', '4:57')]"
"['Light Heavyweight', 'Welterweight', 'Lightweight', 'Lightweight', 'Heavyweight', 'Welterweight', 'Lightweight', 'Middleweight', 'Welterweight', 'Lightweight']","['U-DEC', 'KO/TKO', 'U-DEC', 'SUB', 'KO/TKO', 'SUB', 'SUB', 'KO/TKO', 'KO/TKO', 'U-DEC']","[('3', '5:00'), ('1', '2:24'), ('3', '5:00'), ('1', '2:31'), ('1', '2:07'), ('1', '4:03'), ('1', '3:05'), ('1', '2:30'), ('2', '0:22'), ('3', '5:00')]"
"['Lightweight', 'Lightweight', 'Middleweight', 'Welterweight', 'Middleweight', 'Welterweight', 'Lightweight', 'Welterweight', 'Lightweight', 'Middleweight', 'Middleweight']","['S-DEC', 'SUB', 'S-DEC', 'U-DEC', 'U-DEC', 'S-DEC', 'M-DEC', 'SUB', 'U-DEC', 'KO/TKO', 'S-DEC']","[('3', '5:00'), ('3', '1:59'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('1', '4:27'), ('3', '5:00'), ('3', '3:24'), ('3', '5:00')]"
"['Light Heavyweight', 'Middleweight', 'Welterweight', 'Middleweight', 'Welterweight', 'Lightweight', 'Lightweight', 'Lightweight', 'Light Heavyweight', 'Heavyweight', 'Heavyweight']","['SUB', 'U-DEC', 'SUB', 'U-DEC', 'KO/TKO', 'U-DEC', 'U-DEC', 'U-DEC', 'U-DEC', 'M-DEC', 'KO/TKO']","[('2', '1:09'), ('3', '5:00'), ('2', '1:54'), ('3', '5:00'), ('1', '2:23'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('2', '1:31')]"
"['Heavyweight', 'Middleweight', 'Lightweight', 'Light Heavyweight', 'Heavyweight', 'Light Heavyweight', 'Welterweight', 'Middleweight', 'Light Heavyweight']","['KO/TKO', 'U-DEC', 'U-DEC', 'KO/TKO', 'KO/TKO', 'KO/TKO', 'SUB', 'U-DEC', 'KO/TKO']","[('1', '2:20'), ('3', '5:00'), ('3', '5:00'), ('3', '2:10'), ('2', '5:00'), ('3', '1:04'), ('1', '1:41'), ('3', '5:00'), ('3', '3:26')]"
"['Light Heavyweight', 'Heavyweight', 'Heavyweight', 'Middleweight', 'Lightweight', 'Light Heavyweight', 'Lightweight', 'Welterweight', 'Heavyweight', 'Welterweight', 'Light Heavyweight']","['KO/TKO', 'KO/TKO', 'KO/TKO', 'KO/TKO', 'SUB', 'S-DEC', 'KO/TKO', 'KO/TKO', 'KO/TKO', 'U-DEC', 'U-DEC']","[('1', '3:19'), ('1', '3:53'), ('3', '1:16'), ('1', '3:01'), ('2', '3:40'), ('3', '5:00'), ('1', '0:44'), ('1', '2:01'), ('1', '0:47'), ('3', '5:00'), ('3', '5:00')]"
"['Welterweight', 'Heavyweight', 'Lightweight', 'Welterweight', 'Lightweight', 'Welterweight', 'Welterweight', 'Middleweight', 'Light Heavyweight', 'Welterweight']","['U-DEC', 'KO/TKO', 'SUB', 'U-DEC', 'U-DEC', 'KO/TKO', 'SUB', 'SUB', 'U-DEC', 'DQ']","[('5', '5:00'), ('1', '3:48'), ('2', '4:20'), ('3', '5:00'), ('3', '5:00'), ('1', '2:47'), ('2', '3:30'), ('1', '0:45'), ('3', '5:00'), ('3', '1:30')]"
"['Lightweight', 'Heavyweight', 'Middleweight', 'Lightweight', 'Lightweight', 'Lightweight', 'Lightweight', 'Lightweight', 'Middleweight', 'Middleweight', 'Welterweight']","['SUB', 'KO/TKO', 'KO/TKO', 'U-DEC', 'U-DEC', 'S-DEC', 'U-DEC', 'KO/TKO', 'KO/TKO', 'KO/TKO', 'U-DEC']","[('3', '2:52'), ('1', '0:39'), ('2', '0:29'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('1', '4:13'), ('2', '2:47'), ('1', '4:49'), ('3', '5:00')]"
"['Middleweight', 'Lightweight', 'Welterweight', 'Lightweight', 'Middleweight', 'Light Heavyweight', 'Welterweight', 'Welterweight', 'Lightweight', 'Heavyweight']","['U-DEC', 'U-DEC', 'KO/TKO', 'SUB', 'KO/TKO', 'SUB', 'S-DEC', 'KO/TKO', 'SUB', 'U-DEC']","[('5', '5:00'), ('5', '5:00'), ('3', '4:40'), ('2', '4:30'), ('2', '2:50'), ('1', '4:55'), ('3', '5:00'), ('3', '2:08'), ('2', '3:41'), ('3', '5:00')]"
"['Light Heavyweight', 'Welterweight', 'Lightweight', 'Heavyweight', 'Middleweight', 'Middleweight', 'Welterweight', 'Welterweight', 'Heavyweight', 'Welterweight', 'Middleweight']","['KO/TKO', 'U-DEC', 'S-DEC', 'KO/TKO', 'SUB', 'SUB', 'KO/TKO', 'M-DEC', 'U-DEC', 'U-DEC', 'KO/TKO']","[('1', '3:35'), ('3', '5:00'), ('3', '5:00'), ('2', '4:24'), ('2', '3:25'), ('2', '2:10'), ('2', '1:23'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('1', '2:42')]"
"['Light Heavyweight', 'Middleweight', 'Heavyweight', 'Light Heavyweight', 'Welterweight', 'Welterweight', 'Lightweight', 'Lightweight', 'Light Heavyweight', 'Lightweight', 'Middleweight']","['U-DEC', 'U-DEC', 'KO/TKO', 'S-DEC', 'U-DEC', 'U-DEC', 'U-DEC', 'KO/TKO', 'KO/TKO', 'U-DEC', 'SUB']","[('3', '5:00'), ('3', '5:00'), ('3', '2:35'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('1', '3:28'), ('1', '2:13'), ('3', '5:00'), ('1', '1:06')]"
"['Light Heavyweight', 'Heavyweight', 'Welterweight', 'Heavyweight', 'Welterweight', 'Lightweight', 'Lightweight', 'Middleweight', 'Welterweight', 'Welterweight', 'Welterweight']","['KO/TKO', 'SUB', 'U-DEC', 'U-DEC', 'KO/TKO', 'S-DEC', 'SUB', 'KO/TKO', 'U-DEC', 'SUB', 'SUB']","[('1', '4:55'), ('3', '4:30'), ('3', '5:00'), ('3', '5:00'), ('3', '4:53'), ('3', '5:00'), ('1', '1:45'), ('2', '4:07'), ('3', '5:00'), ('2', '1:48'), ('3', '4:44')]"
"['Middleweight', 'Light Heavyweight', 'Middleweight', 'Lightweight', 'Middleweight', 'Lightweight', 'Middleweight', 'Middleweight', 'Middleweight', 'Heavyweight']","['SUB', 'M-DEC', 'KO/TKO', 'U-DEC', 'KO/TKO', 'U-DEC', 'U-DEC', 'KO/TKO', 'U-DEC', 'KO/TKO']","[('2', '3:41'), ('3', '5:00'), ('2', '4:17'), ('3', '5:00'), ('2', '4:25'), ('3', '5:00'), ('3', '5:00'), ('2', '3:12'), ('3', '5:00'), ('1', '4:32')]"
"['Heavyweight', 'Middleweight', 'Welterweight', 'Light Heavyweight', 'Lightweight', 'Heavyweight', 'Light Heavyweight', 'Middleweight', 'Middleweight', 'Welterweight', 'Heavyweight']","['SUB', 'SUB', 'SUB', 'KO/TKO', 'U-DEC', 'KO/TKO', 'SUB', 'S-DEC', 'KO/TKO', 'S-DEC', 'U-DEC']","[('2', '2:19'), ('3', '4:40'), ('2', '2:02'), ('2', '3:08'), ('3', '5:00'), ('1', '1:07'), ('2', '3:05'), ('3', '5:00'), ('3', '2:35'), ('3', '5:00'), ('3', '5:00')]"
"['Light Heavyweight', 'Middleweight', 'Welterweight', 'Lightweight', 'Lightweight', 'Welterweight', 'Light Heavyweight', 'Middleweight', 'Lightweight', 'Middleweight']","['KO/TKO', 'S-DEC', 'KO/TKO', 'KO/TKO', 'U-DEC', 'KO/TKO', 'SUB', 'SUB', 'SUB', 'U-DEC']","[('1', '1:52'), ('3', '5:00'), ('3', '2:21'), ('1', '1:04'), ('3', '5:00'), ('2', '4:29'), ('1', '2:29'), ('3', '3:10'), ('1', '0:41'), ('3', '5:00')]"
"['Middleweight', 'Welterweight', 'Lightweight', 'Welterweight', 'Heavyweight', 'Welterweight', 'Light Heavyweight', 'Welterweight', 'Light Heavyweight', 'Heavyweight', 'Welterweight']","['SUB', 'U-DEC', 'SUB', 'SUB', 'U-DEC', 'KO/TKO', 'U-DEC', 'KO/TKO', 'U-DEC', 'KO/TKO', 'U-DEC']","[('5', '3:10'), ('3', '5:00'), ('3', '1:51'), ('1', '3:15'), ('3', '5:00'), ('2', '1:15'), ('3', '5:00'), ('2', '0:40'), ('3', '5:00'), ('2', '0:22'), ('3', '5:00')]"
"['Lightweight', 'Heavyweight', 'Middleweight', 'Lightweight', 'Welterweight', 'Lightweight', 'Lightweight', 'Middleweight', 'Welterweight', 'Welterweight']","['U-DEC', 'SUB', 'U-DEC', 'U-DEC', 'SUB', 'SUB', 'U-DEC', 'SUB', 'U-DEC', 'SUB']","[('5', '5:00'), ('1', '3:19'), ('3', '5:00'), ('3', '5:00'), ('3', '4:02'), ('1', '2:01'), ('3', '5:00'), ('2', '1:53'), ('3', '5:00'), ('3', '3:11')]"
"['Middleweight', 'Lightweight', 'Lightweight', 'Lightweight', 'Lightweight', 'Light Heavyweight', 'Middleweight', 'Middleweight', 'Welterweight', 'Welterweight']","['KO/TKO', 'SUB', 'U-DEC', 'SUB', 'U-DEC', 'U-DEC', 'U-DEC', 'U-DEC', 'U-DEC', 'KO/TKO']","[('1', '3:28'), ('3', '2:25'), ('3', '5:00'), ('2', '1:49'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('1', '1:07')]"
"['Heavyweight', 'Light Heavyweight', 'Welterweight', 'Lightweight', 'Lightweight', 'Middleweight', 'Heavyweight', 'Lightweight', 'Lightweight', 'Welterweight', 'Heavyweight']","['KO/TKO', 'U-DEC', 'U-DEC', 'S-DEC', 'S-DEC', 'SUB', 'U-DEC', 'SUB', 'S-DEC', 'U-DEC', 'SUB']","[('3', '4:02'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('1', '2:13'), ('3', '5:00'), ('1', '3:47'), ('3', '5:00'), ('3', '5:00'), ('1', '1:03')]"
"['Middleweight', 'Welterweight', 'Welterweight', 'Heavyweight', 'Welterweight', 'Light Heavyweight', 'Heavyweight', 'Lightweight', 'Lightweight', 'Light Heavyweight']","['U-DEC', 'KO/TKO', 'U-DEC', 'U-DEC', 'U-DEC', 'SUB', 'SUB', 'SUB', 'U-DEC', 'KO/TKO']","[('3', '5:00'), ('1', '4:27'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('2', '2:41'), ('3', '1:43'), ('1', '4:45'), ('3', '5:00'), ('3', '0:48')]"
"['Heavyweight', 'Welterweight', 'Welterweight', 'Light Heavyweight', 'Heavyweight', 'Middleweight', 'Middleweight', 'Welterweight', 'Lightweight', 'Middleweight', 'Heavyweight']","['KO/TKO', 'S-DEC', 'U-DEC', 'U-DEC', 'U-DEC', 'SUB', 'U-DEC', 'SUB', 'S-DEC', 'S-DEC', 'KO/TKO']","[('1', '4:12'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '1:21'), ('3', '5:00'), ('1', '1:13'), ('3', '5:00'), ('3', '5:00'), ('1', '1:48')]"
"['Middleweight', 'Lightweight', 'Welterweight', 'Light Heavyweight', 'Welterweight', 'Light Heavyweight', 'Welterweight', 'Middleweight', 'Light Heavyweight', 'Welterweight']","['U-DEC', 'SUB', 'U-DEC', 'U-DEC', 'S-DEC', 'KO/TKO', 'U-DEC', 'SUB', 'KO/TKO', 'SUB']","[('3', '5:00'), ('1', '3:37'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('1', '2:20'), ('3', '5:00'), ('2', '1:33'), ('1', '3:46'), ('1', '2:21')]"
"['Light Heavyweight', 'Welterweight', 'Middleweight', 'Light Heavyweight', 'Lightweight', 'Welterweight', 'Middleweight', 'Welterweight', 'Lightweight', 'Lightweight', 'Lightweight']","['S-DEC', 'KO/TKO', 'U-DEC', 'SUB', 'SUB', 'SUB', 'U-DEC', 'KO/TKO', 'KO/TKO', 'KO/TKO', 'S-DEC']","[('3', '5:00'), ('1', '0:21'), ('3', '5:00'), ('2', '2:55'), ('2', '2:43'), ('2', '2:11'), ('3', '5:00'), ('1', '1:47'), ('3', '0:26'), ('2', '3:16'), ('3', '5:00')]"
"['Lightweight', 'Light Heavyweight', 'Middleweight', 'Welterweight', 'Featherweight', 'Lightweight', 'Featherweight', 'Lightweight', 'Bantamweight', 'Featherweight', 'Middleweight']","['U-DEC', 'U-DEC', 'U-DEC', 'U-DEC', 'S-DEC', 'SUB', 'U-DEC', 'U-DEC', 'SUB', 'KO/TKO', 'U-DEC']","[('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('1', '2:03'), ('3', '5:00'), ('3', '5:00'), ('3', '4:33'), ('1', '0:51'), ('3', '5:00')]"
"['Welterweight', 'Heavyweight', 'Lightweight', 'Lightweight', 'Welterweight', 'Middleweight', 'Lightweight', 'Middleweight', 'Welterweight', 'Welterweight', 'Lightweight']","['U-DEC', 'KO/TKO', 'SUB', 'KO/TKO', 'U-DEC', 'S-DEC', 'SUB', 'M-DEC', 'U-DEC', 'U-DEC', 'U-DEC']","[('5', '5:00'), ('1', '3:55'), ('1', '1:59'), ('1', '1:54'), ('3', '5:00'), ('3', '5:00'), ('1', '2:33'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00')]"
"['Lightweight', 'Middleweight', 'Light Heavyweight', 'Welterweight', 'Lightweight', 'Lightweight', 'Featherweight', 'Middleweight', 'Featherweight', 'Welterweight', 'Lightweight']","['S-DEC', 'KO/TKO', 'Overturned', 'U-DEC', 'SUB', 'KO/TKO', 'U-DEC', 'KO/TKO', 'S-DEC', 'SUB', 'S-DEC']","[('5', '5:00'), ('1', '3:37'), ('3', '5:00'), ('3', '5:00'), ('2', '4:27'), ('3', '2:33'), ('3', '5:00'), ('1', '4:20'), ('3', '5:00'), ('1', '3:45'), ('3', '5:00')]"
"['Lightweight', 'Heavyweight', 'Featherweight', 'Heavyweight', 'Lightweight', 'Lightweight', 'Welterweight', 'Featherweight', 'Lightweight', 'Welterweight', 'Bantamweight']","['KO/TKO', 'KO/TKO', 'KO/TKO', 'U-DEC', 'U-DEC', 'SUB', 'SUB', 'U-DEC', 'U-DEC', 'U-DEC', 'U-DEC']","[('1', '2:58'), ('1', '2:59'), ('1', '1:28'), ('3', '5:00'), ('3', '5:00'), ('2', '4:33'), ('1', '3:22'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00')]"
"['Middleweight', 'Light Heavyweight', 'Light Heavyweight', 'Welterweight', 'Bantamweight', 'Lightweight', 'Featherweight', 'Bantamweight', 'Lightweight', 'Light Heavyweight', 'Welterweight']","['KO/TKO', 'U-DEC', 'SUB', 'S-DEC', 'U-DEC', 'SUB', 'U-DEC', 'U-DEC', 'KO/TKO', 'KO/TKO', 'KO/TKO']","[('1', '3:25'), ('3', '5:00'), ('2', '4:20'), ('3', '5:00'), ('3', '5:00'), ('2', '3:48'), ('3', '5:00'), ('3', '5:00'), ('2', '1:42'), ('1', '0:21'), ('2', '0:29')]"
"['Welterweight', 'Middleweight', 'Lightweight', 'Welterweight', 'Middleweight', 'Lightweight', 'Light Heavyweight', 'Middleweight', 'Light Heavyweight', 'Featherweight', 'Heavyweight', 'Lightweight']","['M-DEC', 'KO/TKO', 'U-DEC', 'U-DEC', 'SUB', 'U-DEC', 'SUB', 'U-DEC', 'SUB', 'SUB', 'KO/TKO', 'U-DEC']","[('3', '5:00'), ('2', '1:54'), ('3', '5:00'), ('3', '5:00'), ('1', '1:35'), ('3', '5:00'), ('1', '4:27'), ('3', '5:00'), ('1', '2:45'), ('1', '0:48'), ('2', '1:41'), ('3', '5:00')]"
"['Welterweight', 'Middleweight', 'Middleweight', 'Bantamweight', 'Light Heavyweight', 'Lightweight', 'Lightweight', 'Bantamweight', 'Middleweight', 'Middleweight', 'Light Heavyweight']","['U-DEC', 'KO/TKO', 'U-DEC', 'SUB', 'U-DEC', 'U-DEC', 'KO/TKO', 'S-DEC', 'KO/TKO', 'SUB', 'KO/TKO']","[('3', '5:00'), ('1', '0:54'), ('3', '5:00'), ('1', '3:30'), ('3', '5:00'), ('3', '5:00'), ('2', '1:28'), ('3', '5:00'), ('2', '4:47'), ('2', '1:44'), ('1', '5:00')]"
"['Light Heavyweight', 'Bantamweight', 'Lightweight', 'Middleweight', 'Heavyweight', 'Light Heavyweight', 'Lightweight', 'Welterweight', 'Lightweight', 'Bantamweight', 'Catch Weight', 'Featherweight']","['KO/TKO', 'U-DEC', 'KO/TKO', 'U-DEC', 'KO/TKO', 'KO/TKO', 'U-DEC', 'U-DEC', 'S-DEC', 'U-DEC', 'U-DEC', 'KO/TKO']","[('3', '2:37'), ('3', '5:00'), ('3', '2:15'), ('3', '5:00'), ('3', '3:44'), ('1', '2:15'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('1', '2:32')]"
"['Light Heavyweight', 'Welterweight', 'Welterweight', 'Featherweight', 'Heavyweight', 'Featherweight', 'Welterweight', 'Bantamweight', 'Heavyweight', 'Welterweight', 'Middleweight', 'Lightweight']","['U-DEC', 'U-DEC', 'KO/TKO', 'SUB', 'KO/TKO', 'SUB', 'S-DEC', 'U-DEC', 'SUB', 'KO/TKO', 'U-DEC', 'SUB']","[('3', '5:00'), ('3', '5:00'), ('2', '3:27'), ('2', '4:59'), ('2', '5:00'), ('1', '3:18'), ('3', '5:00'), ('3', '5:00'), ('2', '4:10'), ('1', '1:35'), ('3', '5:00'), ('3', '2:24')]"
"['Welterweight', 'Featherweight', 'Light Heavyweight', 'Light Heavyweight', 'Lightweight', 'Welterweight', 'Welterweight', 'Welterweight', 'Bantamweight', 'Middleweight', 'Lightweight', 'Featherweight']","['U-DEC', 'U-DEC', 'KO/TKO', 'KO/TKO', 'U-DEC', 'U-DEC', 'KO/TKO', 'U-DEC', 'KO/TKO', 'SUB', 'KO/TKO', 'SUB']","[('5', '5:00'), ('5', '5:00'), ('2', '1:05'), ('1', '0:20'), ('3', '5:00'), ('3', '5:00'), ('1', '2:42'), ('3', '5:00'), ('1', '1:30'), ('1', '1:37'), ('3', '1:27'), ('1', '4:31')]"
"['Light Heavyweight', 'Heavyweight', 'Heavyweight', 'Welterweight', 'Middleweight', 'Bantamweight', 'Middleweight', 'Lightweight', 'Bantamweight', 'Bantamweight']","['U-DEC', 'U-DEC', 'KO/TKO', 'U-DEC', 'KO/TKO', 'U-DEC', 'U-DEC', 'SUB', 'S-DEC', 'U-DEC']","[('3', '5:00'), ('3', '5:00'), ('1', '4:11'), ('3', '5:00'), ('2', '4:29'), ('3', '5:00'), ('3', '5:00'), ('2', '3:28'), ('3', '5:00'), ('3', '5:00')]"
"['Welterweight', 'Lightweight', 'Middleweight', 'Light Heavyweight', 'Welterweight', 'Lightweight', 'Featherweight', 'Welterweight', 'Welterweight', 'Bantamweight', 'Bantamweight']","['KO/TKO', 'U-DEC', 'KO/TKO', 'U-DEC', 'U-DEC', 'U-DEC', 'KO/TKO', 'U-DEC', 'S-DEC', 'KO/TKO', 'SUB']","[('1', '3:54'), ('3', '5:00'), ('1', '0:48'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '3:14'), ('3', '5:00'), ('3', '5:00'), ('1', '4:01'), ('3', '1:57')]"
"['Heavyweight', 'Featherweight', 'Middleweight', 'Heavyweight', 'Lightweight', 'Lightweight', 'Middleweight', 'Light Heavyweight', 'Middleweight', 'Featherweight', 'Heavyweight', 'Featherweight']","['U-DEC', 'U-DEC', 'U-DEC', 'KO/TKO', 'U-DEC', 'KO/TKO', 'SUB', 'U-DEC', 'SUB', 'U-DEC', 'KO/TKO', 'U-DEC']","[('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('2', '3:19'), ('3', '5:00'), ('1', '3:52'), ('1', '4:54'), ('3', '5:00'), ('3', '3:33'), ('3', '5:00'), ('3', '1:26'), ('3', '5:00')]"
"['Heavyweight', 'Welterweight', 'Welterweight', 'Heavyweight', 'Featherweight', 'Featherweight', 'Lightweight', 'Welterweight', 'Lightweight', 'Featherweight', 'Lightweight']","['KO/TKO', 'U-DEC', 'U-DEC', 'KO/TKO', 'U-DEC', 'U-DEC', 'SUB', 'U-DEC', 'Overturned', 'KO/TKO', 'KO/TKO']","[('1', '2:39'), ('3', '5:00'), ('3', '5:00'), ('2', '4:28'), ('3', '5:00'), ('3', '5:00'), ('1', '1:58'), ('3', '5:00'), ('2', '1:48'), ('1', '4:41'), ('1', '4:42')]"
"['Bantamweight', 'Middleweight', 'Lightweight', 'Light Heavyweight', 'Welterweight', 'Lightweight', 'Lightweight', 'Bantamweight', 'Middleweight', 'Lightweight', 'Bantamweight']","['U-DEC', 'KO/TKO', 'U-DEC', 'SUB', 'KO/TKO', 'KO/TKO', 'KO/TKO', 'U-DEC', 'U-DEC', 'U-DEC', 'U-DEC']","[('5', '5:00'), ('1', '0:27'), ('3', '5:00'), ('1', '1:56'), ('1', '2:58'), ('1', '2:12'), ('1', '0:59'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00')]"
"['Light Heavyweight', 'Middleweight', 'Welterweight', 'Middleweight', 'Welterweight', 'Light Heavyweight', 'Featherweight', 'Bantamweight', 'Welterweight', 'Featherweight', 'Middleweight']","['KO/TKO', 'KO/TKO', 'KO/TKO', 'S-DEC', 'KO/TKO', 'KO/TKO', 'U-DEC', 'U-DEC', 'S-DEC', 'U-DEC', 'U-DEC']","[('2', '4:48'), ('1', '1:52'), ('1', '4:28'), ('3', '5:00'), ('1', '3:54'), ('2', '3:34'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00')]"
"['Welterweight', 'Lightweight', 'Lightweight', 'Welterweight', 'Middleweight', 'Bantamweight', 'Middleweight', 'Light Heavyweight', 'Featherweight', 'Lightweight', 'Lightweight', 'Bantamweight']","['SUB', 'U-DEC', 'KO/TKO', 'U-DEC', 'KO/TKO', 'U-DEC', 'SUB', 'U-DEC', 'SUB', 'SUB', 'U-DEC', 'KO/TKO']","[('3', '4:16'), ('3', '5:00'), ('1', '3:01'), ('3', '5:00'), ('2', '3:38'), ('3', '5:00'), ('1', '4:15'), ('3', '5:00'), ('2', '3:12'), ('2', '2:38'), ('3', '5:00'), ('2', '0:50')]"
"['Middleweight', 'Light Heavyweight', 'Lightweight', 'Heavyweight', 'Light Heavyweight', 'Lightweight', 'Middleweight', 'Welterweight', 'Bantamweight', 'Welterweight', 'Featherweight', 'Bantamweight']","['KO/TKO', 'KO/TKO', 'S-DEC', 'KO/TKO', 'KO/TKO', 'KO/TKO', 'U-DEC', 'U-DEC', 'U-DEC', 'KO/TKO', 'U-DEC', 'S-DEC']","[('2', '2:04'), ('1', '1:53'), ('3', '5:00'), ('1', '3:09'), ('1', '4:13'), ('2', '2:51'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('1', '0:40'), ('3', '5:00'), ('3', '5:00')]"
