Fighter,Elo,UFC Record,Unbeaten Streak,Avg. Opp. Elo,Last 5 Fights,DelME,DelME1,DelME2,DelME3
Angela Hill,80.201,10-13-0,0,110.445,- 13.2,+ 17.9,+ 18.8,- 14.5,- 13.0
Dylan Andrews,80.005,2-3-0,0,94.081,- 16.6,- 17.4,- 16.7,+ 14.7,+ 16.0
Matthew Lopez,79.967,2-4-0,0,146.404,- 15.0,- 13.8,- 12.3,+ 16.5,+ 18.1
Mark Hominick,79.726,3-4-0,0,106.584,- 15.9,- 17.4,- 16.6,- 18.2,+ 13.8
Ben Saunders,79.535,9-10-0,0,127.211,- 12.9,- 16.4,- 17.2,- 14.3,+ 15.4
Manvel Gamburyan,79.504,6-8-0,0,110.777,- 15.7,- 13.6,+ 14.8,+ 17.1,- 12.5
Court McGee,79.467,10-11-0,0,110.874,- 14.2,- 14.8,+ 16.3,+ 20.0,- 15.5
Hacran Dias,79.402,3-5-0,0,137.554,- 15.0,- 16.4,- 14.7,+ 16.3,+ 19.6
Chris Beal,79.322,2-3-0,0,91.285,- 17.9,- 16.6,- 17.4,+ 15.3,+ 16.0
Justin Scoggins,79.135,4-5-0,0,99.629,- 15.8,- 17.2,- 17.1,+ 16.9,+ 15.4
Joe Riggs,78.675,5-7-0,0,124.612,- 16.1,+ 17.0,- 15.9,- 14.9,- 13.5
Louis Smolka,78.590,8-9-0,0,109.365,- 16.1,- 17.1,+ 17.5,- 15.7,+ 15.5
Trevor Smith,78.441,5-7-0,0,121.687,- 15.0,- 14.3,- 14.2,+ 15.6,- 16.3
Justin Ledet,78.202,3-4-0,0,100.414,- 17.2,- 16.6,- 16.5,- 17.3,+ 14.6
Guido Cannetti,77.548,4-6-0,0,106.542,- 13.3,+ 16.4,+ 17.4,- 14.7,- 16.2
Walt Harris,77.376,6-9-0,0,121.456,- 12.8,- 13.7,- 13.8,+ 18.1,+ 16.8
Darren Stewart,77.349,5-7-0,0,106.893,- 15.5,- 16.1,- 14.9,+ 15.6,+ 17.1
Emil Meek,76.929,1-3-0,0,151.907,- 12.9,- 14.7,- 12.5,+ 17.1,+ 0.0
Mike Brown,76.818,2-4-0,0,110.214,- 13.4,+ 18.8,+ 17.3,- 14.6,- 15.3
Veronica Hardy,76.815,2-4-0,1,105.093,+ 18.6,- 14.0,+ 17.3,- 13.9,- 15.3
Andre Fialho,76.739,2-4-0,0,132.606,- 15.0,- 13.6,- 13.7,+ 15.9,+ 17.5
Will Brooks,76.641,1-3-0,0,150.164,- 12.4,- 14.4,- 15.1,+ 18.6,+ 0.0
Sam Stout,76.123,9-11-0,0,113.826,- 16.4,- 14.3,- 16.8,+ 15.6,- 17.2
Vince Morales,76.083,3-5-0,0,113.152,- 15.0,- 14.1,+ 17.1,+ 16.5,- 14.5
Marcin Held,76.078,1-3-0,1,123.855,+ 17.9,- 15.4,- 13.2,- 13.2,+ 0.0
Darrick Minner,75.871,2-4-0,0,128.884,- 15.0,- 13.9,- 13.6,+ 16.3,+ 16.7
Kyle Nelson,75.657,2-4-1,2,107.961,+ 18.7,- 0.7,- 15.7,- 14.0,+ 17.9
Craig White,75.381,0-2-0,0,176.638,- 13.6,- 11.1,+ 0.0,+ 0.0,+ 0.0
Travis Lutter,75.189,2-4-0,0,124.778,- 10.9,- 14.2,+ 14.7,- 15.3,- 14.4
Caol Uno,75.133,3-5-2,0,124.951,- 14.0,- 2.8,- 13.7,- 16.3,+ 1.3
Brian Johnston,75.108,2-4-0,0,131.365,- 15.6,- 14.0,- 13.9,+ 15.9,- 13.2
Jack Marshman,74.977,3-5-0,0,121.440,- 12.6,- 14.7,+ 15.1,- 16.1,- 14.7
Anthony Perosh,74.962,5-7-0,0,101.083,- 15.5,- 17.0,+ 15.7,- 13.6,+ 15.3
Mike de la Torre,74.876,2-4-0,0,116.704,- 12.7,- 15.9,+ 16.5,- 15.9,+ 17.4
Dhiego Lima,74.656,4-7-0,0,125.367,- 13.8,- 12.4,+ 17.4,+ 18.6,+ 20.4
Luke Sanders,74.645,3-5-0,0,117.235,- 16.2,- 15.6,+ 17.6,- 12.2,+ 16.0
Jessica-Rose Clark,74.600,4-5-0,0,87.237,- 15.5,- 19.1,- 17.2,+ 15.5,+ 16.2
Russell Doane,74.485,3-5-0,0,118.480,- 12.1,+ 16.6,- 13.1,- 16.5,- 17.6
Anthony Njokuani,74.071,3-5-0,0,110.850,- 14.2,- 16.2,+ 16.6,- 14.9,+ 17.3
James Irvin,74.047,4-6-0,0,110.691,- 17.0,- 15.4,- 12.3,+ 16.7,+ 16.7
DaMarques Johnson,73.942,4-6-0,0,116.411,- 15.5,- 12.6,- 16.1,+ 15.8,- 15.4
Rafael Alves,73.925,1-3-0,0,126.999,- 15.5,- 13.7,+ 17.1,- 13.9,+ 0.0
Ross Pearson,73.816,12-13-0,0,124.827,- 15.6,- 14.9,+ 15.4,- 16.4,- 15.7
Kyle Daukaus,73.624,2-4-0,0,121.615,- 15.8,- 14.8,+ 16.7,- 14.6,+ 16.7
Mario Miranda,73.574,1-3-0,0,124.104,- 14.8,- 13.2,+ 16.9,- 15.3,+ 0.0
Francisco Rivera,73.555,4-6-0,0,119.328,- 13.5,- 17.5,- 14.2,+ 16.0,- 13.7
Daniel Sarafian,73.551,2-4-0,0,109.573,- 16.3,+ 17.3,- 14.7,- 14.6,+ 16.7
Shane Roller,73.350,2-4-0,0,114.124,- 13.8,+ 15.5,- 16.1,- 16.2,- 13.4
Eric Shelton,73.313,2-4-0,0,102.447,- 15.5,+ 17.3,- 14.7,+ 17.4,- 15.3
Ray Rodriguez,73.260,0-2-0,0,150.764,- 11.8,- 15.0,+ 0.0,+ 0.0,+ 0.0
Jessica Penne,73.212,3-5-0,0,108.424,- 14.6,- 16.2,+ 16.0,+ 17.3,- 15.3
Malcolm Gordon,73.212,2-4-0,0,107.540,- 15.5,- 14.7,+ 16.6,+ 18.1,- 15.3
Derrick Krantz,73.199,0-2-0,0,151.479,- 14.9,- 11.9,+ 0.0,+ 0.0,+ 0.0
Isaac Vallie-Flagg,73.174,1-3-0,0,129.978,- 12.8,- 16.1,- 16.1,+ 18.2,+ 0.0
Ryo Chonan,73.166,1-3-0,0,123.405,- 15.5,- 15.5,+ 16.6,- 12.5,+ 0.0
James Moontasri,73.147,2-4-0,0,112.253,- 14.6,- 15.1,+ 16.6,- 14.5,+ 16.7
Dwight Grant,73.139,3-5-0,0,117.278,- 17.6,- 16.2,- 11.9,+ 15.2,- 15.4
Piotr Hallmann,73.135,2-4-0,0,123.214,- 14.6,- 16.2,- 13.4,+ 16.6,- 16.8
Hatsu Hioki,73.061,3-5-0,0,119.167,- 15.5,- 15.2,+ 16.5,- 13.4,- 14.8
Papy Abedi,72.998,1-3-0,0,113.898,- 14.7,+ 16.6,- 16.1,- 12.8,+ 0.0
Darrell Horcher,72.947,1-3-0,0,122.584,- 15.5,- 15.6,+ 15.8,- 11.8,+ 0.0
Kuniyoshi Hironaka,72.871,1-3-0,0,121.019,- 15.3,- 15.3,+ 17.3,- 13.8,+ 0.0
Lucio Linhares,72.819,0-2-0,0,145.703,- 11.9,- 15.3,+ 0.0,+ 0.0,+ 0.0
Chris Wilson,72.757,1-3-0,0,122.281,- 16.2,- 16.2,+ 16.5,- 11.3,+ 0.0
Pat Barry,72.626,5-7-0,0,109.506,- 15.4,- 15.2,+ 15.9,- 15.4,+ 16.1
Leonardo Mafra,72.625,1-3-0,0,110.787,- 14.7,+ 16.6,- 13.3,- 16.0,+ 0.0
SeungWoo Choi,72.589,3-5-0,0,106.547,- 15.5,- 16.2,- 14.4,+ 15.4,+ 17.9
Kevin Casey,72.470,1-3-1,0,114.760,- 14.5,- 1.5,- 13.4,+ 17.9,- 16.0
Goran Reljic,72.371,1-3-0,0,125.597,- 14.2,- 15.6,- 16.0,+ 18.2,+ 0.0
Saparbeg Safarov,72.303,1-3-0,0,108.563,- 14.6,+ 17.4,- 14.6,- 15.9,+ 0.0
Jason Dent,72.275,1-3-0,0,107.766,- 13.2,+ 17.5,- 16.0,- 16.0,+ 0.0
Felipe Colares,72.206,2-4-0,0,108.573,- 15.6,- 14.0,+ 16.2,- 15.2,+ 16.7
Mark Striegl,72.160,0-2-0,0,138.127,- 12.7,- 15.2,+ 0.0,+ 0.0,+ 0.0
Koji Oishi,72.148,0-2-0,0,138.341,- 14.0,- 13.9,+ 0.0,+ 0.0,+ 0.0
Christian Morecraft,72.115,1-3-0,0,116.100,- 16.1,- 13.3,+ 16.7,- 15.2,+ 0.0
Karl Roberson,72.057,4-6-0,0,119.131,- 15.4,- 16.2,- 15.3,- 16.1,+ 15.1
Alvin Robinson,72.050,1-3-0,0,116.168,- 16.1,- 14.7,+ 17.4,- 14.5,+ 0.0
Carmelo Marrero,72.001,1-3-0,0,123.268,- 14.7,- 15.3,- 15.4,+ 17.4,+ 0.0
Michael McBride,71.854,0-2-0,0,136.140,- 15.6,- 12.6,+ 0.0,+ 0.0,+ 0.0
Brandon Thatch,71.817,2-4-0,0,123.590,- 15.4,- 16.7,- 14.9,- 13.2,+ 15.9
Justin Levens,71.782,0-2-0,0,135.135,- 15.4,- 12.8,+ 0.0,+ 0.0,+ 0.0
Geane Herrera,71.768,1-3-0,0,113.668,- 14.7,- 15.1,+ 16.7,- 15.2,+ 0.0
Vanessa Melo,71.725,1-3-0,1,97.314,+ 16.7,- 13.8,- 15.3,- 15.9,+ 0.0
Sam Sicilia,71.719,5-7-0,0,105.208,- 15.4,- 15.5,- 16.2,+ 15.9,+ 17.4
Justin Eilers,71.692,1-3-0,0,120.890,- 14.6,- 13.6,- 16.8,+ 16.7,+ 0.0
Don Shainis,71.653,0-2-0,0,133.607,- 15.4,- 12.9,+ 0.0,+ 0.0,+ 0.0
Alex Da Silva,71.635,1-3-0,0,111.957,- 13.8,- 14.5,+ 16.8,- 16.9,+ 0.0
Alex Nicholson,71.601,1-3-0,0,112.859,- 15.3,- 14.5,+ 16.7,- 15.3,+ 0.0
Jason Gonzalez,71.600,1-3-0,0,111.664,- 13.4,- 14.5,+ 16.1,- 16.6,+ 0.0
Elizabeth Phillips,71.570,1-3-0,0,103.993,- 13.8,+ 16.7,- 15.3,- 16.0,+ 0.0
Frankie Perez,71.529,1-3-0,0,112.069,- 14.2,- 15.4,+ 16.4,- 15.3,+ 0.0
Victoria Leonardo,71.516,1-3-0,0,103.689,- 13.9,+ 16.6,- 15.3,- 16.0,+ 0.0
Chad Griggs,71.499,0-2-0,0,131.311,- 14.8,- 13.7,+ 0.0,+ 0.0,+ 0.0
Carlos Huachin,71.468,0-2-0,0,130.526,- 13.9,- 14.6,+ 0.0,+ 0.0,+ 0.0
Alberto Crane,71.439,0-2-0,0,130.999,- 15.3,- 13.3,+ 0.0,+ 0.0,+ 0.0
Mehdi Baghdad,71.432,0-2-0,0,130.514,- 14.7,- 13.8,+ 0.0,+ 0.0,+ 0.0
Wagner Prado,71.428,0-2-0,0,141.272,- 15.4,- 13.2,+ 0.0,+ 0.0,+ 0.0
Amar Suloev,71.415,0-2-0,0,130.781,- 15.4,- 13.2,+ 0.0,+ 0.0,+ 0.0
Efrain Escudero,71.412,5-7-0,0,109.101,- 13.9,- 15.9,+ 16.0,+ 16.7,- 14.5
Terry Martin,71.396,2-4-0,0,100.826,- 17.5,- 14.8,+ 17.4,+ 17.6,- 14.5
Louis Gaudinot,71.343,1-3-0,0,105.720,- 13.4,- 16.0,+ 16.7,- 16.0,+ 0.0
Jon Delos Reyes,71.342,1-3-0,0,103.380,- 15.3,+ 16.6,- 14.0,- 16.0,+ 0.0
Luigi Vendramini,71.342,1-3-0,0,112.437,- 15.4,- 16.1,+ 15.9,- 13.1,+ 0.0
Kevin Aguilar,71.327,2-4-0,0,122.198,- 15.4,- 16.5,- 15.5,- 16.1,+ 17.9
Bobby Moffett,71.309,0-2-0,0,134.116,- 13.4,- 15.3,+ 0.0,+ 0.0,+ 0.0
Clay Collard,71.257,1-3-0,0,111.267,- 15.5,- 15.4,+ 16.6,- 14.5,+ 0.0
Akbarh Arreola,71.243,1-3-0,0,110.265,- 14.6,- 14.7,+ 16.6,- 16.0,+ 0.0
Renee Forte,71.239,1-3-0,0,110.453,- 15.4,- 14.7,+ 18.0,- 16.7,+ 0.0
TJ O'Brien,71.238,0-2-0,0,127.728,- 13.4,- 15.4,+ 0.0,+ 0.0,+ 0.0
Brad Scott,71.188,3-5-0,0,101.535,- 15.4,- 15.3,+ 16.0,- 14.7,+ 16.6
Bart Palaszewski,71.125,1-3-0,0,118.236,- 14.5,- 15.9,- 16.1,+ 17.7,+ 0.0
Jason Witt,71.123,2-4-0,0,104.394,- 15.4,- 16.1,+ 17.7,- 15.3,+ 16.1
Danny Martinez,71.063,1-3-0,1,93.401,+ 17.4,- 14.5,- 16.9,- 14.9,+ 0.0
Rhys McKee,71.059,0-2-0,0,125.743,- 13.6,- 15.3,+ 0.0,+ 0.0,+ 0.0
Jon Olav Einemo,71.000,0-2-0,0,124.967,- 13.0,- 16.0,+ 0.0,+ 0.0,+ 0.0
Marcus Aurelio,70.906,2-4-0,0,107.903,- 14.6,- 15.3,- 14.5,+ 16.0,+ 16.0
Anderson Dos Santos,70.892,1-3-0,0,100.663,- 14.6,+ 16.0,- 15.2,- 15.3,+ 0.0
Chris Fishgold,70.889,1-3-0,0,108.524,- 15.3,- 14.0,+ 15.3,- 15.2,+ 0.0
Vagner Rocha,70.882,1-3-0,0,108.626,- 14.6,- 16.1,+ 16.8,- 15.2,+ 0.0
Antonio Mendes,70.881,0-2-0,0,124.520,- 15.3,- 13.8,+ 0.0,+ 0.0,+ 0.0
Reese Andy,70.881,0-2-0,0,124.019,- 14.4,- 14.7,+ 0.0,+ 0.0,+ 0.0
Sean Salmon,70.844,0-2-0,0,124.691,- 16.1,- 13.1,+ 0.0,+ 0.0,+ 0.0
Kazula Vargas,70.840,1-3-0,0,99.633,- 14.6,+ 17.5,- 15.2,- 16.8,+ 0.0
Josh Copeland,70.833,0-2-0,0,123.266,- 13.9,- 15.3,+ 0.0,+ 0.0,+ 0.0
Jason Novelli,70.832,0-2-0,0,123.249,- 13.9,- 15.3,+ 0.0,+ 0.0,+ 0.0
Johnny Eduardo,70.831,3-5-0,0,107.537,- 13.1,- 16.0,- 16.5,+ 15.7,- 14.4
Nohelin Hernandez,70.825,0-2-0,0,123.918,- 15.4,- 13.8,+ 0.0,+ 0.0,+ 0.0
Quinn Mulhern,70.800,0-2-0,0,123.635,- 15.4,- 13.8,+ 0.0,+ 0.0,+ 0.0
Cole Williams,70.800,0-2-0,0,124.229,- 16.1,- 13.1,+ 0.0,+ 0.0,+ 0.0
Shayna Baszler,70.777,0-2-0,0,122.946,- 14.7,- 14.6,+ 0.0,+ 0.0,+ 0.0
Fernando Bruno,70.761,0-2-0,0,122.285,- 13.2,- 16.0,+ 0.0,+ 0.0,+ 0.0
Rostem Akman,70.748,0-2-0,0,122.133,- 13.3,- 16.0,+ 0.0,+ 0.0,+ 0.0
Oliver Enkamp,70.718,0-2-0,0,122.282,- 14.7,- 14.6,+ 0.0,+ 0.0,+ 0.0
Yaotzin Meza,70.699,2-4-0,0,104.359,- 14.6,- 15.9,+ 16.7,- 16.1,+ 15.2
Sarah Frota,70.648,0-2-0,0,121.197,- 14.0,- 15.3,+ 0.0,+ 0.0,+ 0.0
Jamey Simmons,70.620,0-2-0,0,122.115,- 16.1,- 13.3,+ 0.0,+ 0.0,+ 0.0
Alex White,70.579,4-6-0,0,96.920,- 16.1,+ 16.7,- 13.2,- 14.3,+ 15.7
Vaughan Lee,70.575,3-5-0,0,99.019,- 14.7,- 14.7,+ 15.0,- 14.4,+ 16.0
Bobby Hoffman,70.558,0-2-0,0,113.558,- 14.4,- 15.0,+ 0.0,+ 0.0,+ 0.0
Jeremy Kimball,70.519,1-3-0,0,106.599,- 15.3,- 15.4,+ 16.6,- 15.4,+ 0.0
Stefan Sekulic,70.497,0-2-0,0,120.014,- 15.2,- 14.3,+ 0.0,+ 0.0,+ 0.0
Sean Spencer,70.472,3-5-0,0,106.800,- 15.3,- 14.1,- 15.3,+ 15.1,- 16.0
Gaetano Pirrello,70.440,0-2-0,0,119.398,- 15.2,- 14.3,+ 0.0,+ 0.0,+ 0.0
Mike Grundy,70.388,1-3-0,0,114.241,- 15.0,- 16.8,- 15.2,+ 17.4,+ 0.0
Andre Winner,70.336,2-4-0,0,106.684,- 16.1,- 15.0,- 15.3,+ 16.0,+ 16.7
Dokonjonosuke Mishima,70.294,0-2-0,0,117.361,- 14.5,- 15.2,+ 0.0,+ 0.0,+ 0.0
Austin Arnett,70.291,1-3-0,0,96.867,- 15.3,+ 17.5,- 16.0,- 16.0,+ 0.0
Brandon Wolff,70.275,0-2-0,0,117.468,- 15.2,- 14.6,+ 0.0,+ 0.0,+ 0.0
Tim Williams,70.258,0-2-0,0,116.928,- 14.4,- 15.3,+ 0.0,+ 0.0,+ 0.0
John Allan,70.251,0-2-0,0,111.453,- 14.4,- 15.3,+ 0.0,+ 0.0,+ 0.0
Chris Tuchscherer,70.248,1-3-0,0,105.911,- 16.1,- 16.1,+ 16.6,- 14.2,+ 0.0
Joey Gambino,70.246,0-2-0,0,117.215,- 15.3,- 14.4,+ 0.0,+ 0.0,+ 0.0
TJ Laramie,70.244,0-2-0,0,116.383,- 13.1,- 16.7,+ 0.0,+ 0.0,+ 0.0
Mats Nilsson,70.234,0-2-0,0,117.061,- 15.3,- 14.5,+ 0.0,+ 0.0,+ 0.0
Joachim Christensen,70.228,1-3-0,0,104.887,- 15.3,- 15.2,+ 16.0,- 15.2,+ 0.0
Byron Bloodworth,70.197,0-2-0,0,116.002,- 13.8,- 16.0,+ 0.0,+ 0.0,+ 0.0
Anton Turkalj,70.187,0-2-0,0,116.560,- 15.3,- 14.5,+ 0.0,+ 0.0,+ 0.0
Brandon Jenkins,70.174,0-2-0,0,115.579,- 13.0,- 16.8,+ 0.0,+ 0.0,+ 0.0
Elvis Mutapcic,70.173,0-2-1,0,96.412,- 16.0,+ 1.5,- 15.3,+ 0.0,+ 0.0
Pete Williams,70.166,3-5-0,0,115.680,- 14.5,- 15.2,- 16.8,- 17.5,+ 15.1
Josh Ferguson,70.166,0-2-0,0,115.663,- 13.8,- 16.0,+ 0.0,+ 0.0,+ 0.0
Andre Gusmao,70.163,0-2-0,0,115.632,- 13.8,- 16.0,+ 0.0,+ 0.0,+ 0.0
Christophe Leninger,70.163,0-2-0,0,115.632,- 13.8,- 16.0,+ 0.0,+ 0.0,+ 0.0
Chad Reiner,70.116,0-2-0,0,115.743,- 15.3,- 14.6,+ 0.0,+ 0.0,+ 0.0
Teemu Packalen,70.114,1-3-0,0,103.701,- 15.3,- 14.6,+ 16.8,- 16.7,+ 0.0
Alexander Munoz,70.110,0-2-0,0,115.303,- 14.6,- 15.3,+ 0.0,+ 0.0,+ 0.0
Juancamilo Ronderos,70.108,0-2-0,0,115.657,- 15.3,- 14.6,+ 0.0,+ 0.0,+ 0.0
Hannah Goldy,70.088,1-3-0,0,95.231,- 14.0,+ 16.7,- 16.7,- 16.0,+ 0.0
Shanna Young,70.087,1-3-0,0,96.126,- 14.6,+ 15.5,- 16.0,- 14.8,+ 0.0
Yao Zhikui,70.078,1-3-0,0,104.000,- 15.3,- 15.3,+ 16.0,- 15.3,+ 0.0
Mike Rio,70.075,1-3-0,0,111.136,- 14.7,- 14.6,- 15.9,+ 15.3,+ 0.0
Cristiano Marcello,70.074,1-3-0,0,104.001,- 15.3,- 16.1,+ 17.5,- 16.0,+ 0.0
Josh Clopton,70.040,0-2-0,0,114.265,- 14.0,- 16.0,+ 0.0,+ 0.0,+ 0.0
Doug Evans,70.037,0-2-0,0,115.299,- 16.1,- 13.9,+ 0.0,+ 0.0,+ 0.0
Peter Barrett,70.008,0-2-0,0,114.549,- 15.4,- 14.6,+ 0.0,+ 0.0,+ 0.0
Luis Ramos,70.004,0-2-0,0,113.875,- 14.0,- 16.0,+ 0.0,+ 0.0,+ 0.0
Liudvik Sholinian,69.990,0-2-0,0,114.754,- 16.1,- 14.0,+ 0.0,+ 0.0,+ 0.0
Bevon Lewis,69.977,1-3-0,0,94.747,- 14.4,+ 16.8,- 16.4,- 16.0,+ 0.0
Talita Bernardo,69.976,1-3-0,0,95.194,- 15.3,+ 17.4,- 16.8,- 15.4,+ 0.0
Michael Patt,69.955,0-2-0,0,113.330,- 14.0,- 16.0,+ 0.0,+ 0.0,+ 0.0
Ryan Couture,69.954,0-2-0,0,114.360,- 16.1,- 14.0,+ 0.0,+ 0.0,+ 0.0
Phil Harris,69.933,1-3-0,0,99.628,- 16.1,- 14.7,+ 16.0,- 15.3,+ 0.0
Roger Hollett,69.926,0-2-0,0,114.516,- 16.7,- 13.3,+ 0.0,+ 0.0,+ 0.0
Alptekin Ozkilic,69.902,1-3-0,0,110.806,- 15.3,- 14.7,- 16.8,+ 16.7,+ 0.0
Jay Silva,69.898,0-2-0,0,112.722,- 14.2,- 15.9,+ 0.0,+ 0.0,+ 0.0
Dong Hyun Ma,69.820,3-5-0,0,97.284,- 15.3,- 14.6,- 16.0,+ 15.2,+ 14.9
Takenori Sato,69.800,0-2-0,0,111.773,- 14.6,- 15.6,+ 0.0,+ 0.0,+ 0.0
Mike Guymon,69.783,1-3-0,0,102.155,- 15.2,- 15.9,+ 16.9,- 16.0,+ 0.0
Alex Ricci,69.773,0-2-0,0,111.325,- 14.2,- 16.0,+ 0.0,+ 0.0,+ 0.0
Dan Evensen,69.767,0-2-0,0,111.750,- 15.3,- 14.9,+ 0.0,+ 0.0,+ 0.0
Amilcar Alves,69.764,0-2-0,0,111.679,- 15.2,- 15.0,+ 0.0,+ 0.0,+ 0.0
Eiji Mitsuoka,69.711,0-2-0,0,110.366,- 13.3,- 16.9,+ 0.0,+ 0.0,+ 0.0
Gabriel Silva,69.671,0-2-0,0,110.652,- 15.3,- 15.0,+ 0.0,+ 0.0,+ 0.0
Ednaldo Oliveira,69.666,0-2-0,0,110.594,- 15.3,- 15.0,+ 0.0,+ 0.0,+ 0.0
Edwin Figueroa,69.638,2-4-0,0,102.586,- 13.9,- 14.4,- 16.7,+ 15.3,+ 15.4
Rolando Dy,69.634,1-3-0,0,93.255,- 16.0,+ 17.5,- 15.4,- 16.4,+ 0.0
Willie Gates,69.633,1-3-0,0,101.945,- 16.1,- 15.2,+ 15.3,- 14.4,+ 0.0
Matt Sayles,69.629,1-3-0,0,100.759,- 15.2,- 14.5,+ 16.1,- 16.7,+ 0.0
Shane del Rosario,69.581,0-2-0,0,109.965,- 15.9,- 14.5,+ 0.0,+ 0.0,+ 0.0
Brock Jardine,69.579,0-2-0,0,110.413,- 16.6,- 13.8,+ 0.0,+ 0.0,+ 0.0
Paul Bradley,69.572,0-2-0,0,108.844,- 13.6,- 16.8,+ 0.0,+ 0.0,+ 0.0
Matt Dwyer,69.558,1-3-0,0,100.711,- 15.3,- 15.2,+ 16.1,- 16.0,+ 0.0
Devin Powell,69.558,1-3-0,0,92.724,- 15.3,+ 16.7,- 15.8,- 16.0,+ 0.0
Te Edwards,69.552,0-2-0,0,108.900,- 14.4,- 16.0,+ 0.0,+ 0.0,+ 0.0
Steve Lopez,69.544,0-2-0,0,109.595,- 16.0,- 14.4,+ 0.0,+ 0.0,+ 0.0
Jason Tan,69.530,0-2-0,0,109.042,- 15.3,- 15.2,+ 0.0,+ 0.0,+ 0.0
Kazuhiro Nakamura,69.529,0-2-0,0,109.401,- 16.0,- 14.5,+ 0.0,+ 0.0,+ 0.0
Ramiro Hernandez,69.525,0-2-0,0,108.643,- 14.6,- 15.9,+ 0.0,+ 0.0,+ 0.0
Chris Heatherly,69.515,0-2-0,0,108.869,- 15.3,- 15.2,+ 0.0,+ 0.0,+ 0.0
Gilbert Aldana,69.508,0-2-0,0,108.788,- 15.3,- 15.2,+ 0.0,+ 0.0,+ 0.0
Wagner Silva,69.503,0-2-0,0,108.368,- 14.5,- 16.0,+ 0.0,+ 0.0,+ 0.0
Tim Gorman,69.499,0-2-0,0,108.689,- 15.3,- 15.2,+ 0.0,+ 0.0,+ 0.0
Paul Redmond,69.494,0-2-0,0,108.602,- 15.2,- 15.3,+ 0.0,+ 0.0,+ 0.0
Jordan Radev,69.491,0-2-0,0,108.248,- 14.5,- 16.0,+ 0.0,+ 0.0,+ 0.0
Anthony Birchak,69.487,2-4-0,0,97.836,- 15.2,- 16.8,+ 15.9,- 13.9,+ 16.2
Jesse Strader,69.482,0-2-0,0,108.491,- 15.3,- 15.2,+ 0.0,+ 0.0,+ 0.0
Karlos Vemola,69.475,2-4-0,0,98.060,- 16.1,- 14.5,+ 15.5,- 16.0,+ 15.2
Kevin Jordan,69.472,0-2-0,0,108.384,- 15.3,- 15.2,+ 0.0,+ 0.0,+ 0.0
Azamat Gashimov,69.471,0-2-0,0,108.379,- 15.3,- 15.2,+ 0.0,+ 0.0,+ 0.0
Ryan Thomas,69.470,0-2-0,0,108.335,- 15.3,- 15.3,+ 0.0,+ 0.0,+ 0.0
Jessica Rakoczy,69.470,0-2-0,0,108.000,- 14.5,- 16.0,+ 0.0,+ 0.0,+ 0.0
Steve Berger,69.470,0-2-0,0,105.333,- 14.5,- 16.0,+ 0.0,+ 0.0,+ 0.0
William Macario,69.468,1-3-0,0,100.261,- 16.1,- 13.8,+ 15.3,- 16.0,+ 0.0
Denis Stojnic,69.468,0-2-0,0,108.742,- 16.0,- 14.5,+ 0.0,+ 0.0,+ 0.0
Steve Montgomery,69.443,0-2-0,0,107.713,- 14.6,- 16.0,+ 0.0,+ 0.0,+ 0.0
Yusuke Kasuya,69.440,0-2-0,0,108.015,- 15.3,- 15.3,+ 0.0,+ 0.0,+ 0.0
Larissa Pacheco,69.440,0-2-0,0,108.016,- 15.3,- 15.3,+ 0.0,+ 0.0,+ 0.0
Lukasz Brzeski,69.439,0-2-0,0,108.005,- 15.3,- 15.3,+ 0.0,+ 0.0,+ 0.0
Pearl Gonzalez,69.439,0-2-0,0,108.001,- 15.3,- 15.3,+ 0.0,+ 0.0,+ 0.0
Valeri Ignatov,69.439,0-2-0,0,108.000,- 15.3,- 15.3,+ 0.0,+ 0.0,+ 0.0
Fabiano Scherner,69.437,0-2-0,0,107.650,- 14.6,- 16.0,+ 0.0,+ 0.0,+ 0.0
Lauren Mueller,69.436,1-3-0,0,107.769,- 14.5,- 15.3,- 17.5,+ 16.7,+ 0.0
Hector Ramirez,69.432,0-2-0,0,107.332,- 13.9,- 16.7,+ 0.0,+ 0.0,+ 0.0
Joey Gomez,69.429,0-2-0,0,107.892,- 15.3,- 15.3,+ 0.0,+ 0.0,+ 0.0
Louis Cosce,69.428,0-2-0,0,107.550,- 14.6,- 16.0,+ 0.0,+ 0.0,+ 0.0
Roman Salazar,69.427,0-2-0,0,90.005,- 16.1,- 14.5,+ 0.0,+ 0.0,+ 0.0
Anthony Christodoulou,69.409,0-2-0,0,107.663,- 15.3,- 15.3,+ 0.0,+ 0.0,+ 0.0
Harry Moskowitz,69.405,0-2-0,0,107.615,- 15.3,- 15.3,+ 0.0,+ 0.0,+ 0.0
Joao Zeferino,69.399,0-2-0,0,107.548,- 15.3,- 15.3,+ 0.0,+ 0.0,+ 0.0
Lando Vannata,69.397,4-7-2,0,120.225,- 16.1,- 15.9,+ 16.8,- 14.9,+ 18.0
Edward Faaloloto,69.387,0-2-0,0,106.825,- 13.9,- 16.7,+ 0.0,+ 0.0,+ 0.0
Patrick Williams,69.385,1-3-0,0,100.257,- 16.0,- 16.1,+ 17.5,- 16.0,+ 0.0
Jose Maria,69.381,0-2-0,0,107.347,- 15.3,- 15.3,+ 0.0,+ 0.0,+ 0.0
Horacio Gutierrez,69.381,0-2-0,0,107.028,- 14.6,- 16.0,+ 0.0,+ 0.0,+ 0.0
