Weight class,Method,time
"['Heavyweight', 'Middleweight', 'Middleweight', 'Welterweight', 'Middleweight', 'Welterweight', 'Light Heavyweight', 'Light Heavyweight']","['U-DEC', 'SUB', 'SUB', 'U-DEC', 'SUB', 'SUB', 'SUB', 'KO/TKO']","[('3', '5:00'), ('3', '2:35'), ('1', '2:42'), ('3', '5:00'), ('2', '3:13'), ('1', '4:05'), ('2', '0:24'), ('1', '2:06')]"
"['Welterweight', 'Middleweight', 'Middleweight', 'Heavyweight', 'Light Heavyweight', 'Middleweight', 'Welterweight', 'Heavyweight']","['KO/TKO', 'KO/TKO', 'KO/TKO', 'SUB', 'SUB', 'KO/TKO', 'U-DEC', 'KO/TKO']","[('1', '1:24'), ('2', '2:10'), ('1', '2:37'), ('1', '4:00'), ('1', '2:18'), ('4', '3:25'), ('3', '5:00'), ('1', '4:10')]"
"['Welterweight', 'Welterweight', 'Middleweight', 'Welterweight', 'Middleweight', 'Light Heavyweight', 'Middleweight', 'Middleweight']","['SUB', 'KO/TKO', 'KO/TKO', 'SUB', 'KO/TKO', 'U-DEC', 'S-DEC', 'U-DEC']","[('1', '1:35'), ('2', '2:52'), ('1', '0:22'), ('1', '1:53'), ('1', '0:42'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00')]"
"['Light Heavyweight', 'Middleweight', 'Middleweight', 'Welterweight', 'Welterweight', 'Light Heavyweight', 'Heavyweight', 'Light Heavyweight']","['KO/TKO', 'U-DEC', 'U-DEC', 'SUB', 'KO/TKO', 'SUB', 'KO/TKO', 'KO/TKO']","[('2', '0:09'), ('3', '5:00'), ('3', '5:00'), ('1', '4:09'), ('2', '1:56'), ('3', '0:52'), ('1', '4:59'), ('4', '2:46')]"
"['Welterweight', 'Middleweight', 'Welterweight', 'Welterweight', 'Heavyweight', 'Middleweight', 'Middleweight']","['KO/TKO', 'U-DEC', 'SUB', 'SUB', 'KO/TKO', 'SUB', 'KO/TKO']","[('3', '1:05'), ('3', '5:00'), ('2', '4:43'), ('3', '4:28'), ('2', '3:22'), ('1', '3:26'), ('2', '4:15')]"
"['Light Heavyweight', 'Heavyweight', 'Middleweight', 'Welterweight', 'Light Heavyweight', 'Light Heavyweight', 'Heavyweight', 'Heavyweight']","['CNC', 'SUB', 'U-DEC', 'KO/TKO', 'SUB', 'KO/TKO', 'KO/TKO', 'KO/TKO']","[('2', '0:10'), ('2', '1:02'), ('3', '5:00'), ('2', '2:00'), ('2', '1:20'), ('1', '3:30'), ('1', '4:14'), ('1', '0:15')]"
"['Heavyweight', 'Welterweight', 'Welterweight', 'Welterweight', 'Welterweight', 'Heavyweight', 'Welterweight']","['KO/TKO', 'KO/TKO', 'KO/TKO', 'SUB', 'U-DEC', 'S-DEC', 'U-DEC']","[('2', '3:28'), ('2', '2:55'), ('1', '0:21'), ('2', '0:37'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00')]"
"['Welterweight', 'Welterweight', 'Light Heavyweight', 'Middleweight', 'Welterweight', 'Welterweight', 'Heavyweight', 'Middleweight']","['U-DEC', 'KO/TKO', 'SUB', 'U-DEC', 'KO/TKO', 'SUB', 'KO/TKO', 'KO/TKO']","[('3', '5:00'), ('1', '2:25'), ('2', '2:05'), ('3', '5:00'), ('2', '2:53'), ('1', '3:28'), ('3', '4:39'), ('1', '2:34')]"
"['Welterweight', 'Welterweight', 'Welterweight', 'Welterweight', 'Middleweight', 'Welterweight', 'Light Heavyweight', 'Heavyweight']","['SUB', 'KO/TKO', 'KO/TKO', 'SUB', 'KO/TKO', 'SUB', 'SUB', 'U-DEC']","[('3', '1:17'), ('1', '5:00'), ('1', '0:06'), ('1', '4:20'), ('1', '1:44'), ('1', '1:07'), ('1', '4:30'), ('3', '5:00')]"
"['Light Heavyweight', 'Heavyweight', 'Heavyweight', 'Light Heavyweight', 'Welterweight', 'Light Heavyweight', 'Heavyweight', 'Heavyweight', 'Light Heavyweight']","['U-DEC', 'SUB', 'KO/TKO', 'U-DEC', 'U-DEC', 'SUB', 'KO/TKO', 'KO/TKO', 'KO/TKO']","[('3', '5:00'), ('1', '4:35'), ('2', '2:27'), ('3', '5:00'), ('3', '5:00'), ('1', '2:21'), ('1', '4:10'), ('1', '1:25'), ('2', '1:28')]"
"['Heavyweight', 'Light Heavyweight', 'Lightweight', 'Lightweight', 'Middleweight', 'Welterweight', 'Middleweight', 'Middleweight']","['KO/TKO', 'SUB', 'S-DEC', 'SUB', 'U-DEC', 'S-DEC', 'SUB', 'U-DEC']","[('3', '1:59'), ('1', '1:54'), ('3', '5:00'), ('2', '1:52'), ('3', '5:00'), ('3', '5:00'), ('1', '2:09'), ('5', '5:00')]"
"['Middleweight', 'Welterweight', 'Heavyweight', 'Welterweight', 'Welterweight', 'Middleweight', 'Welterweight', 'Light Heavyweight', 'Light Heavyweight']","['U-DEC', 'SUB', 'SUB', 'SUB', 'U-DEC', 'U-DEC', 'U-DEC', 'S-DEC', 'U-DEC']","[('3', '5:00'), ('1', '3:29'), ('3', '3:37'), ('2', '4:57'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00')]"
"['Welterweight', 'Light Heavyweight', 'Middleweight', 'Welterweight', 'Heavyweight', 'Middleweight', 'Light Heavyweight', 'Welterweight', 'Heavyweight']","['KO/TKO', 'KO/TKO', 'SUB', 'KO/TKO', 'S-DEC', 'SUB', 'S-DEC', 'U-DEC', 'KO/TKO']","[('1', '2:54'), ('2', '2:37'), ('1', '3:08'), ('1', '4:44'), ('3', '5:00'), ('1', '3:14'), ('3', '5:00'), ('3', '5:00'), ('1', '2:43')]"
"['Lightweight', 'Heavyweight', 'Lightweight', 'Middleweight', 'Middleweight', 'Heavyweight', 'Welterweight', 'Light Heavyweight', 'Catch Weight']","['KO/TKO', 'KO/TKO', 'KO/TKO', 'SUB', 'SUB', 'SUB', 'U-DEC', 'SUB', 'KO/TKO']","[('1', '1:37'), ('2', '0:24'), ('2', '1:43'), ('2', '1:17'), ('1', '2:19'), ('1', '2:39'), ('3', '5:00'), ('1', '2:20'), ('1', '4:39')]"
"['Light Heavyweight', 'Light Heavyweight', 'Middleweight', 'Middleweight', 'Middleweight', 'Light Heavyweight', 'Middleweight', 'Light Heavyweight', 'Lightweight']","['SUB', 'KO/TKO', 'KO/TKO', 'SUB', 'SUB', 'U-DEC', 'U-DEC', 'KO/TKO', 'SUB']","[('1', '3:10'), ('1', '4:47'), ('1', '4:15'), ('1', '2:56'), ('1', '0:44'), ('3', '5:00'), ('3', '5:00'), ('2', '4:14'), ('1', '1:46')]"
"['Middleweight', 'Light Heavyweight', 'Welterweight', 'Light Heavyweight', 'Welterweight', 'Lightweight', 'Light Heavyweight', 'Middleweight', 'Welterweight']","['KO/TKO', 'SUB', 'KO/TKO', 'KO/TKO', 'U-DEC', 'U-DEC', 'M-DEC', 'KO/TKO', 'M-DEC']","[('1', '2:13'), ('1', '4:01'), ('2', '4:37'), ('1', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('1', '0:49'), ('3', '5:00')]"
"['Welterweight', 'Heavyweight', 'Heavyweight', 'Catch Weight', 'Lightweight', 'Heavyweight', 'Light Heavyweight', 'Welterweight', 'Heavyweight']","['SUB', 'KO/TKO', 'KO/TKO', 'SUB', 'KO/TKO', 'U-DEC', 'KO/TKO', 'U-DEC', 'U-DEC']","[('3', '1:20'), ('1', '4:13'), ('1', '2:42'), ('3', '0:47'), ('2', '5:00'), ('3', '5:00'), ('1', '1:18'), ('3', '5:00'), ('5', '5:00')]"
"['Welterweight', 'Welterweight', 'Heavyweight', 'Welterweight', 'Middleweight', 'Welterweight', 'Middleweight', 'Middleweight', 'Welterweight']","['SUB', 'U-DEC', 'KO/TKO', 'SUB', 'SUB', 'KO/TKO', 'U-DEC', 'KO/TKO', 'U-DEC']","[('1', '2:37'), ('3', '5:00'), ('2', '0:52'), ('1', '2:01'), ('1', '2:59'), ('1', '4:10'), ('3', '5:00'), ('2', '0:35'), ('3', '5:00')]"
"['Middleweight', 'Light Heavyweight', 'Light Heavyweight', 'Light Heavyweight', 'Lightweight', 'Heavyweight', 'Welterweight', 'Light Heavyweight', 'Light Heavyweight']","['U-DEC', 'SUB', 'SUB', 'SUB', 'SUB', 'KO/TKO', 'SUB', 'U-DEC', 'KO/TKO']","[('3', '5:00'), ('1', '2:32'), ('1', '3:23'), ('1', '2:26'), ('3', '3:31'), ('1', '2:51'), ('3', '1:42'), ('3', '5:00'), ('1', '1:35')]"
"['Lightweight', 'Lightweight', 'Heavyweight', 'Lightweight', 'Lightweight', 'Light Heavyweight', 'Lightweight', 'Middleweight', 'Welterweight']","['SUB', 'S-DEC', 'KO/TKO', 'U-DEC', 'KO/TKO', 'KO/TKO', 'KO/TKO', 'U-DEC', 'KO/TKO']","[('1', '1:50'), ('3', '5:00'), ('2', '0:17'), ('3', '5:00'), ('1', '0:48'), ('2', '2:22'), ('2', '1:01'), ('3', '5:00'), ('3', '3:53')]"
"['Lightweight', 'Lightweight', 'Middleweight', 'Lightweight', 'Heavyweight', 'Welterweight', 'Lightweight', 'Middleweight']","['SUB', 'SUB', 'KO/TKO', 'KO/TKO', 'S-DEC', 'U-DEC', 'U-DEC', 'KO/TKO']","[('1', '2:04'), ('2', '4:42'), ('3', '1:40'), ('1', '4:38'), ('3', '5:00'), ('3', '5:00'), ('5', '5:00'), ('1', '2:59')]"
"['Middleweight', 'Middleweight', 'Middleweight', 'Welterweight', 'Middleweight', 'Lightweight', 'Middleweight', 'Welterweight']","['U-DEC', 'SUB', 'KO/TKO', 'SUB', 'KO/TKO', 'SUB', 'SUB', 'S-DEC']","[('3', '5:00'), ('1', '4:43'), ('2', '3:25'), ('2', '1:11'), ('1', '2:37'), ('2', '3:11'), ('1', '2:18'), ('3', '5:00')]"
"['Heavyweight', 'Light Heavyweight', 'Heavyweight', 'Welterweight', 'Lightweight', 'Heavyweight', 'Light Heavyweight', 'Heavyweight', 'Welterweight']","['U-DEC', 'KO/TKO', 'KO/TKO', 'KO/TKO', 'SUB', 'KO/TKO', 'KO/TKO', 'U-DEC', 'KO/TKO']","[('3', '5:00'), ('2', '2:36'), ('1', '3:15'), ('2', '2:27'), ('1', '2:07'), ('1', '1:09'), ('1', '4:07'), ('5', '5:00'), ('2', '1:25')]"
"['Middleweight', 'Welterweight', 'Welterweight', 'Middleweight', 'Light Heavyweight', 'Welterweight', 'Welterweight', 'Welterweight', 'Welterweight']","['U-DEC', 'U-DEC', 'KO/TKO', 'KO/TKO', 'S-DEC', 'U-DEC', 'U-DEC', 'U-DEC', 'KO/TKO']","[('3', '5:00'), ('3', '5:00'), ('1', '4:44'), ('3', '2:45'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('1', '1:45')]"
"['Heavyweight', 'Middleweight', 'Heavyweight', 'Welterweight', 'Light Heavyweight', 'Heavyweight', 'Middleweight', 'Light Heavyweight', 'Light Heavyweight']","['U-DEC', 'KO/TKO', 'SUB', 'KO/TKO', 'KO/TKO', 'KO/TKO', 'SUB', 'KO/TKO', 'KO/TKO']","[('3', '5:00'), ('3', '4:03'), ('1', '3:22'), ('2', '1:10'), ('1', '4:24'), ('1', '3:15'), ('2', '4:03'), ('1', '4:41'), ('3', '3:59')]"
"['Welterweight', 'Lightweight', 'Middleweight', 'Welterweight', 'Middleweight', 'Lightweight', 'Heavyweight', 'Light Heavyweight']","['SUB', 'U-DEC', 'SUB', 'U-DEC', 'U-DEC', 'KO/TKO', 'U-DEC', 'KO/TKO']","[('2', '4:53'), ('3', '5:00'), ('1', '2:58'), ('3', '5:00'), ('3', '5:00'), ('2', '4:03'), ('3', '5:00'), ('2', '1:06')]"
"['Lightweight', 'Light Heavyweight', 'Lightweight', 'Middleweight', 'Middleweight', 'Light Heavyweight', 'Lightweight', 'Heavyweight', 'Middleweight']","['U-DEC', 'U-DEC', 'U-DEC', 'KO/TKO', 'U-DEC', 'KO/TKO', 'KO/TKO', 'KO/TKO', 'SUB']","[('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('1', '0:14'), ('3', '5:00'), ('2', '3:49'), ('1', '0:19'), ('1', '4:33'), ('2', '2:11')]"
"['Lightweight', 'Lightweight', 'Welterweight', 'Light Heavyweight', 'Light Heavyweight', 'Welterweight', 'Middleweight', 'Middleweight', 'Heavyweight']","['SUB', 'U-DEC', 'SUB', 'KO/TKO', 'KO/TKO', 'U-DEC', 'KO/TKO', 'SUB', 'U-DEC']","[('1', '1:34'), ('3', '5:00'), ('2', '3:05'), ('1', '4:00'), ('2', '3:36'), ('3', '5:00'), ('2', '5:00'), ('1', '4:06'), ('5', '5:00')]"
"['Lightweight', 'Welterweight', 'Welterweight', 'Lightweight', 'Welterweight', 'Light Heavyweight', 'Lightweight', 'Heavyweight', 'Lightweight']","['U-DEC', 'U-DEC', 'U-DEC', 'SUB', 'U-DEC', 'SUB', 'SUB', 'U-DEC', 'SUB']","[('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('1', '2:58'), ('3', '5:00'), ('2', '0:39'), ('3', '3:57'), ('3', '5:00'), ('1', '0:27')]"
"['Welterweight', 'Welterweight', 'Middleweight', 'Heavyweight', 'Middleweight', 'Middleweight', 'Lightweight', 'Welterweight', 'Welterweight']","['KO/TKO', 'SUB', 'U-DEC', 'U-DEC', 'SUB', 'U-DEC', 'U-DEC', 'U-DEC', 'KO/TKO']","[('2', '2:45'), ('2', '2:57'), ('3', '5:00'), ('3', '5:00'), ('2', '4:42'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('1', '3:25')]"
"['Welterweight', 'Welterweight', 'Light Heavyweight', 'Lightweight', 'Lightweight', 'Heavyweight', 'Light Heavyweight', 'Light Heavyweight', 'Heavyweight', 'Heavyweight']","['KO/TKO', 'SUB', 'KO/TKO', 'SUB', 'SUB', 'M-DEC', 'U-DEC', 'KO/TKO', 'U-DEC', 'KO/TKO']","[('3', '0:37'), ('1', '1:21'), ('1', '1:44'), ('2', '1:55'), ('1', '4:48'), ('3', '5:00'), ('3', '5:00'), ('2', '1:40'), ('3', '5:00'), ('1', '4:51')]"
"['Light Heavyweight', 'Lightweight', 'Light Heavyweight', 'Light Heavyweight', 'Middleweight', 'Light Heavyweight', 'Middleweight', 'Welterweight', 'Light Heavyweight']","['SUB', 'SUB', 'SUB', 'KO/TKO', 'U-DEC', 'KO/TKO', 'KO/TKO', 'U-DEC', 'KO/TKO']","[('1', '3:06'), ('2', '2:44'), ('1', '0:53'), ('1', '1:06'), ('3', '5:00'), ('1', '0:48'), ('1', '2:04'), ('3', '5:00'), ('1', '1:53')]"
"['Lightweight', 'Welterweight', 'Lightweight', 'Welterweight', 'Welterweight', 'Lightweight', 'Middleweight', 'Welterweight', 'Lightweight']","['U-DEC', 'KO/TKO', 'SUB', 'SUB', 'U-DEC', 'SUB', 'KO/TKO', 'SUB', 'U-DEC']","[('3', '5:00'), ('1', '0:13'), ('1', '1:52'), ('2', '2:04'), ('3', '5:00'), ('2', '2:49'), ('1', '0:33'), ('2', '1:07'), ('3', '5:00')]"
"['Welterweight', 'Heavyweight', 'Welterweight', 'Middleweight', 'Lightweight', 'Middleweight', 'Light Heavyweight', 'Middleweight']","['SUB', 'KO/TKO', 'KO/TKO', 'SUB', 'S-DEC', 'KO/TKO', 'U-DEC', 'U-DEC']","[('1', '2:50'), ('2', '0:32'), ('1', '1:15'), ('2', '2:25'), ('3', '5:00'), ('2', '3:18'), ('3', '5:00'), ('3', '5:00')]"
"['Lightweight', 'Lightweight', 'Lightweight', 'Lightweight', 'Lightweight', 'Lightweight', 'Middleweight', 'Lightweight', 'Lightweight']","['KO/TKO', 'SUB', 'CNC', 'KO/TKO', 'SUB', 'KO/TKO', 'SUB', 'SUB', 'SUB']","[('1', '2:09'), ('1', '4:22'), ('2', '0:39'), ('1', '1:10'), ('2', '2:09'), ('2', '3:30'), ('1', '3:50'), ('2', '0:20'), ('2', '3:12')]"
"['Lightweight', 'Welterweight', 'Lightweight', 'Light Heavyweight', 'Heavyweight', 'Lightweight', 'Light Heavyweight', 'Middleweight', 'Lightweight']","['KO/TKO', 'SUB', 'U-DEC', 'SUB', 'U-DEC', 'U-DEC', 'U-DEC', 'KO/TKO', 'KO/TKO']","[('1', '4:55'), ('1', '2:15'), ('3', '5:00'), ('1', '2:14'), ('3', '5:00'), ('5', '5:00'), ('3', '5:00'), ('1', '4:50'), ('1', '4:30')]"
"['Lightweight', 'Middleweight', 'Heavyweight', 'Light Heavyweight', 'Middleweight', 'Lightweight', 'Lightweight', 'Welterweight', 'Heavyweight']","['S-DEC', 'SUB', 'SUB', 'SUB', 'KO/TKO', 'U-DEC', 'KO/TKO', 'U-DEC', 'KO/TKO']","[('3', '5:00'), ('1', '3:47'), ('1', '1:17'), ('2', '3:30'), ('1', '4:45'), ('3', '5:00'), ('3', '1:50'), ('3', '5:00'), ('3', '1:37')]"
"['Welterweight', 'Lightweight', 'Light Heavyweight', 'Lightweight', 'Light Heavyweight', 'Welterweight', 'Heavyweight', 'Light Heavyweight', 'Light Heavyweight']","['KO/TKO', 'KO/TKO', 'KO/TKO', 'U-DEC', 'KO/TKO', 'SUB', 'U-DEC', 'S-DEC', 'U-DEC']","[('1', '4:10'), ('2', '2:04'), ('2', '4:23'), ('3', '5:00'), ('1', '1:01'), ('1', '4:14'), ('3', '5:00'), ('3', '5:00'), ('5', '5:00')]"
"['Welterweight', 'Welterweight', 'Lightweight', 'Lightweight', 'Welterweight', 'Middleweight', 'Lightweight', 'Middleweight', 'Lightweight']","['SUB', 'KO/TKO', 'KO/TKO', 'U-DEC', 'KO/TKO', 'KO/TKO', 'SUB', 'KO/TKO', 'SUB']","[('1', '1:14'), ('2', '4:04'), ('1', '0:09'), ('3', '5:00'), ('1', '1:45'), ('3', '0:44'), ('1', '4:10'), ('3', '3:56'), ('1', '4:31')]"
"['Lightweight', 'Heavyweight', 'Lightweight', 'Welterweight', 'Lightweight', 'Light Heavyweight', 'Welterweight', 'Light Heavyweight', 'Light Heavyweight']","['U-DEC', 'SUB', 'U-DEC', 'SUB', 'U-DEC', 'U-DEC', 'S-DEC', 'SUB', 'S-DEC']","[('3', '5:00'), ('1', '3:19'), ('3', '5:00'), ('2', '3:05'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '4:45'), ('3', '5:00')]"
"['Lightweight', 'Welterweight', 'Middleweight', 'Middleweight', 'Middleweight', 'Light Heavyweight', 'Lightweight', 'Heavyweight', 'Middleweight']","['S-DEC', 'S-DEC', 'SUB', 'U-DEC', 'KO/TKO', 'KO/TKO', 'U-DEC', 'U-DEC', 'KO/TKO']","[('3', '5:00'), ('3', '5:00'), ('1', '2:40'), ('3', '5:00'), ('2', '1:39'), ('2', '2:47'), ('3', '5:00'), ('3', '5:00'), ('2', '1:07')]"
"['Welterweight', 'Lightweight', 'Lightweight', 'Welterweight', 'Lightweight', 'Middleweight', 'Welterweight', 'Light Heavyweight', 'Light Heavyweight']","['SUB', 'KO/TKO', 'SUB', 'KO/TKO', 'U-DEC', 'KO/TKO', 'U-DEC', 'KO/TKO', 'S-DEC']","[('2', '3:19'), ('1', '4:29'), ('1', '1:14'), ('2', '5:00'), ('3', '5:00'), ('3', '0:39'), ('3', '5:00'), ('1', '3:25'), ('3', '5:00')]"
"['Welterweight', 'Welterweight', 'Welterweight', 'Welterweight', 'Welterweight', 'Welterweight', 'Welterweight', 'Welterweight', 'Lightweight']","['SUB', 'SUB', 'SUB', 'KO/TKO', 'U-DEC', 'SUB', 'KO/TKO', 'SUB', 'SUB']","[('1', '4:42'), ('1', '0:23'), ('1', '4:42'), ('1', '4:20'), ('3', '5:00'), ('1', '1:36'), ('3', '2:01'), ('1', '2:01'), ('3', '0:51')]"
"['Lightweight', 'Welterweight', 'Middleweight', 'Lightweight', 'Light Heavyweight', 'Lightweight', 'Light Heavyweight', 'Heavyweight', 'Light Heavyweight', 'Welterweight']","['U-DEC', 'KO/TKO', 'U-DEC', 'SUB', 'DQ', 'SUB', 'SUB', 'KO/TKO', 'U-DEC', 'SUB']","[('3', '5:00'), ('2', '3:33'), ('3', '5:00'), ('1', '1:31'), ('1', '1:51'), ('1', '4:40'), ('2', '4:20'), ('3', '3:24'), ('3', '5:00'), ('2', '4:54')]"
"['Lightweight', 'Light Heavyweight', 'Welterweight', 'Heavyweight', 'Middleweight', 'Light Heavyweight', 'Welterweight', 'Heavyweight', 'Lightweight']","['U-DEC', 'KO/TKO', 'U-DEC', 'KO/TKO', 'KO/TKO', 'KO/TKO', 'KO/TKO', 'KO/TKO', 'SUB']","[('3', '5:00'), ('1', '1:30'), ('3', '5:00'), ('1', '0:17'), ('1', '1:20'), ('2', '0:37'), ('1', '1:04'), ('2', '4:34'), ('2', '4:02')]"
"['Lightweight', 'Lightweight', 'Lightweight', 'Lightweight', 'Lightweight', 'Lightweight', 'Lightweight', 'Middleweight', 'Welterweight']","['SUB', 'KO/TKO', 'KO/TKO', 'U-DEC', 'KO/TKO', 'SUB', 'U-DEC', 'KO/TKO', 'M-DEC']","[('1', '2:56'), ('2', '0:37'), ('2', '4:44'), ('3', '5:00'), ('2', '1:55'), ('1', '3:39'), ('3', '5:00'), ('1', '1:44'), ('3', '5:00')]"
"['Lightweight', 'Middleweight', 'Light Heavyweight', 'Welterweight', 'Lightweight', 'Middleweight', 'Middleweight', 'Heavyweight', 'Heavyweight']","['S-DEC', 'U-DEC', 'KO/TKO', 'KO/TKO', 'U-DEC', 'SUB', 'SUB', 'SUB', 'SUB']","[('3', '5:00'), ('3', '5:00'), ('1', '4:52'), ('1', '0:33'), ('3', '5:00'), ('1', '1:08'), ('2', '1:37'), ('1', '1:30'), ('3', '1:28')]"
"['Lightweight', 'Welterweight', 'Welterweight', 'Welterweight', 'Heavyweight', 'Welterweight', 'Middleweight', 'Middleweight', 'Heavyweight', 'Middleweight']","['U-DEC', 'KO/TKO', 'KO/TKO', 'U-DEC', 'KO/TKO', 'U-DEC', 'KO/TKO', 'KO/TKO', 'S-DEC', 'SUB']","[('3', '5:00'), ('1', '4:43'), ('2', '1:24'), ('3', '5:00'), ('2', '4:17'), ('3', '5:00'), ('2', '3:00'), ('1', '3:16'), ('3', '5:00'), ('2', '4:52')]"
"['Welterweight', 'Welterweight', 'Lightweight', 'Lightweight', 'Lightweight', 'Lightweight', 'Light Heavyweight', 'Lightweight', 'Light Heavyweight', 'Welterweight', 'Lightweight', 'Lightweight']","['KO/TKO', 'KO/TKO', 'KO/TKO', 'SUB', 'SUB', 'U-DEC', 'KO/TKO', 'SUB', 'KO/TKO', 'KO/TKO', 'U-DEC', 'KO/TKO']","[('1', '0:51'), ('2', '2:24'), ('1', '4:15'), ('1', '1:41'), ('1', '0:16'), ('3', '5:00'), ('1', '0:08'), ('2', '3:06'), ('2', '1:25'), ('2', '0:24'), ('3', '5:00'), ('2', '3:28')]"
"['Welterweight', 'Heavyweight', 'Lightweight', 'Middleweight', 'Middleweight', 'Middleweight', 'Lightweight', 'Middleweight', 'Middleweight', 'Middleweight', 'Welterweight']","['KO/TKO', 'KO/TKO', 'S-DEC', 'SUB', 'KO/TKO', 'KO/TKO', 'SUB', 'KO/TKO', 'U-DEC', 'KO/TKO', 'KO/TKO']","[('2', '2:07'), ('1', '2:10'), ('3', '5:00'), ('2', '2:27'), ('1', '3:58'), ('2', '0:54'), ('3', '3:48'), ('1', '5:00'), ('3', '5:00'), ('2', '3:01'), ('2', '4:45')]"
"['Heavyweight', 'Welterweight', 'Welterweight', 'Lightweight', 'Light Heavyweight', 'Middleweight', 'Light Heavyweight', 'Light Heavyweight', 'Light Heavyweight', 'Light Heavyweight', 'Lightweight']","['KO/TKO', 'KO/TKO', 'SUB', 'U-DEC', 'KO/TKO', 'SUB', 'KO/TKO', 'U-DEC', 'KO/TKO', 'KO/TKO', 'KO/TKO']","[('1', '0:44'), ('3', '0:25'), ('1', '0:56'), ('3', '5:00'), ('1', '5:00'), ('1', '2:36'), ('1', '2:24'), ('3', '5:00'), ('2', '3:15'), ('1', '0:36'), ('3', '5:00')]"
"['Heavyweight', 'Welterweight', 'Light Heavyweight', 'Welterweight', 'Lightweight', 'Middleweight', 'Heavyweight', 'Middleweight', 'Welterweight', 'Middleweight', 'Welterweight']","['KO/TKO', 'S-DEC', 'KO/TKO', 'SUB', 'KO/TKO', 'SUB', 'KO/TKO', 'S-DEC', 'U-DEC', 'KO/TKO', 'KO/TKO']","[('2', '4:15'), ('3', '5:00'), ('1', '2:07'), ('2', '3:50'), ('2', '1:57'), ('1', '2:44'), ('1', '4:40'), ('3', '5:00'), ('3', '5:00'), ('1', '3:42'), ('2', '1:02')]"
"['Middleweight', 'Middleweight', 'Welterweight', 'Middleweight', 'Welterweight', 'Middleweight', 'Lightweight', 'Welterweight', 'Middleweight', 'Middleweight']","['SUB', 'SUB', 'KO/TKO', 'KO/TKO', 'SUB', 'U-DEC', 'U-DEC', 'KO/TKO', 'SUB', 'S-DEC']","[('1', '3:58'), ('1', '3:52'), ('2', '3:40'), ('1', '1:08'), ('2', '4:46'), ('3', '5:00'), ('3', '5:00'), ('3', '4:07'), ('1', '3:02'), ('3', '5:00')]"
"['Lightweight', 'Lightweight', 'Lightweight', 'Heavyweight', 'Lightweight', 'Welterweight', 'Lightweight', 'Middleweight', 'Light Heavyweight']","['SUB', 'KO/TKO', 'SUB', 'SUB', 'U-DEC', 'U-DEC', 'SUB', 'S-DEC', 'U-DEC']","[('2', '3:57'), ('1', '0:36'), ('3', '4:48'), ('1', '1:57'), ('3', '5:00'), ('3', '5:00'), ('2', '2:57'), ('3', '5:00'), ('5', '5:00')]"
"['Lightweight', 'Welterweight', 'Middleweight', 'Welterweight', 'Middleweight', 'Middleweight', 'Welterweight', 'Heavyweight', 'Lightweight', 'Light Heavyweight', 'Light Heavyweight']","['SUB', 'KO/TKO', 'SUB', 'KO/TKO', 'KO/TKO', 'SUB', 'KO/TKO', 'KO/TKO', 'U-DEC', 'U-DEC', 'KO/TKO']","[('1', '3:33'), ('2', '2:29'), ('1', '4:21'), ('1', '1:37'), ('1', '1:54'), ('1', '3:58'), ('3', '3:35'), ('1', '2:02'), ('3', '5:00'), ('3', '5:00'), ('1', '1:01')]"
"['Welterweight', 'Welterweight', 'Light Heavyweight', 'Heavyweight', 'Welterweight', 'Middleweight', 'Lightweight', 'Lightweight', 'Heavyweight', 'Welterweight']","['SUB', 'U-DEC', 'U-DEC', 'KO/TKO', 'U-DEC', 'SUB', 'U-DEC', 'KO/TKO', 'U-DEC', 'U-DEC']","[('2', '2:28'), ('3', '5:00'), ('3', '5:00'), ('1', '4:55'), ('3', '5:00'), ('3', '2:44'), ('3', '5:00'), ('1', '0:12'), ('3', '5:00'), ('5', '5:00')]"
"['Welterweight', 'Middleweight', 'Light Heavyweight', 'Lightweight', 'Welterweight', 'Middleweight', 'Middleweight', 'Light Heavyweight', 'Light Heavyweight']","['S-DEC', 'SUB', 'KO/TKO', 'U-DEC', 'S-DEC', 'KO/TKO', 'U-DEC', 'KO/TKO', 'KO/TKO']","[('3', '5:00'), ('2', '1:20'), ('1', '2:03'), ('3', '5:00'), ('3', '5:00'), ('1', '1:22'), ('3', '5:00'), ('3', '0:39'), ('2', '1:51')]"
